SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
FOUNTAIN HILLS CHARTER SCHOOL - GLENBROOK,16751 E GLENBROOK BLVD,FOUNTAIN HILLS,MARICOPA,,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FOUR PEAKS ELEMENTARY SCHOOL,1755 N IDAHO RD,APACHE JUNCTION,PINAL,85219,YES,RN,PUBLIC,90,93%,7%,100%,93%,7%,100%,91%,8%,100%,93%,7%,100%,94%,6%,100%,8%,0%,6%
FOWLER ELEMENTARY SCHOOL,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,92,98%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
FRANCES BRANDEN-PICKETT ELEMENTARY,22706 E VILLAGE LOOP,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,104,90%,9%,100%,90%,9%,100%,89%,11%,100%,89%,10%,100%,91%,9%,100%,12%,0%,8%
FRANCES J WARREN ELEMENTARY SCHOOL,3505 W MILTON RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,37,95%,3%,97%,95%,3%,97%,95%,3%,97%,95%,3%,97%,97%,3%,100%,0%,0%,3%
FRANCES OWEN HOLAWAY ELEMENTARY SCHOOL,3500 N CHERRY AVE,TUCSON,PIMA,85719,NO,,PUBLIC,58,98%,0%,100%,98%,0%,100%,95%,0%,100%,98%,0%,100%,100%,0%,100%,0%,0%,0%
FRANK BORMAN MIDDLE SCHOOL,3637 N 55TH AVE,PHOENIX,MARICOPA,85031,NO,,PUBLIC,96,95%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FRANK ELEMENTARY SCHOOL,8409 S AVENIDA DEL YAQUI,GUADALUPE,MARICOPA,85283,YES,RN,PUBLIC,68,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
FRANKLIN AT ALMA ELEMENTARY,1313 W MEDINA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,56,91%,9%,100%,95%,5%,100%,95%,5%,100%,89%,9%,100%,100%,0%,100%,5%,2%,0%
FRANKLIN AT BRIMHALL ELEMENTARY SCHOOL,4949 E SOUTHERN RD,MESA,MARICOPA,,YES,RN,PUBLIC,141,91%,9%,100%,91%,9%,100%,91%,9%,100%,92%,8%,100%,100%,0%,100%,10%,0%,6%
FRANKLIN ELEMENTARY SCHOOL,1753 E 8TH AVE,MESA,MARICOPA,85204,NO,,PUBLIC,103,95%,5%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,97%,3%,100%,7%,0%,3%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,39,74%,10%,87%,79%,8%,90%,67%,8%,95%,79%,8%,90%,97%,0%,97%,8%,0%,8%
FRANKLIN PHONETIC PRIMARY SCHOOL SUNNYSLOPE,9317 N 2ND ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FRANKLIN WEST ELEMENTARY,236 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,88,92%,8%,100%,92%,8%,100%,91%,9%,100%,92%,8%,100%,100%,0%,100%,9%,0%,9%
FREDONIA ELEMENTARY SCHOOL,222 N 200 EAST,FREDONIA,COCONINO,86022,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FREEDOM ACADEMY,3916 EAST PARADISE LANE,PHOENIX,MARICOPA,85032,NO,,CHARTER,56,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
FREEDOM ACADEMY NORTH,28700 N PIMA RD,SCOTTSDALE,MARICOPA,85266,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FREEDOM ELEMENTARY SCHOOL,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,48,98%,2%,100%,100%,0%,100%,98%,0%,98%,100%,0%,100%,100%,0%,100%,2%,2%,0%
FRIENDLY HOUSE ACADEMIA DEL PUEBLO ELEMENTARY SCHOOL,201 E DURANGO ST,PHOENIX,MARICOPA,85004,NO,,CHARTER,49,94%,0%,98%,94%,0%,98%,98%,0%,98%,100%,0%,100%,98%,0%,98%,0%,0%,0%
FRONTIER ELEMENTARY SCHOOL,21258 N 81ST AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,95,94%,6%,100%,93%,7%,100%,94%,6%,100%,98%,2%,100%,97%,3%,100%,8%,0%,2%
FRUCHTHENDLER ELEMENTARY SCHOOL,7470 E CLOUD RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,48,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,86,95%,2%,100%,97%,2%,100%,97%,3%,100%,97%,2%,100%,98%,2%,100%,2%,0%,2%
FULLER ELEMENTARY SCHOOL,1975 E CORNELL DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,115,90%,7%,100%,90%,7%,100%,92%,7%,100%,92%,7%,100%,93%,7%,100%,7%,0%,7%
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,105,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
G.P.S. - GREENFIELD ELEMENTARY,2550 EAST ELLIOT ROAD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,137,99%,1%,100%,99%,1%,100%,99%,1%,100%,96%,3%,100%,99%,1%,100%,3%,0%,1%
G.P.S. - HIGHLAND PARK ELEMENTARY,230 NORTH COLE DRIVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,110,94%,5%,98%,93%,5%,98%,93%,5%,98%,93%,5%,99%,96%,4%,100%,6%,0%,6%
G.P.S. - OAK TREE ELEMENTARY,505 WEST HOUSTON AVENUE,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,76,95%,5%,100%,95%,5%,100%,93%,7%,100%,95%,4%,100%,96%,4%,100%,7%,0%,4%
G.P.S. - QUARTZ HILL ELEMENTARY,3680 SOUTH QUARTZ HILL,GILBERT,MARICOPA,85296,YES,Both,PUBLIC,74,93%,4%,97%,91%,7%,97%,91%,7%,97%,89%,9%,99%,93%,7%,100%,9%,7%,7%
G.P.S. - TOWNE MEADOWS ELEMENTARY,1101 NORTH RECKER ROAD,HIGLEY,MARICOPA,85236,YES,RN,PUBLIC,88,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,97%,3%,100%,3%,3%,3%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,61,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GALE ELEMENTARY SCHOOL,678 S GOLLOB RD,TUCSON,PIMA,85710,YES,RN,PUBLIC,72,97%,1%,100%,99%,1%,100%,99%,1%,100%,97%,0%,100%,100%,0%,100%,1%,0%,0%
GALLEGO BASIC ELEMENTARY SCHOOL,6200 S HEMISPHERE PL,TUCSON,PIMA,85706,YES,RN,PUBLIC,124,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,67,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,97%,3%,100%,3%,0%,0%
GANADO PRIMARY SCHOOL,HWY 264,GANADO,APACHE,86505,NO,,PUBLIC,73,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,YES,LPN,PUBLIC,78,95%,4%,100%,95%,4%,100%,96%,4%,100%,97%,3%,100%,100%,0%,100%,4%,1%,4%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,NO,,PUBLIC,55,100%,0%,100%,98%,2%,100%,96%,2%,100%,100%,0%,100%,100%,0%,100%,2%,0%,2%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,93,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,97%,2%,99%,1%,1%,0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,94,93%,4%,99%,94%,4%,99%,93%,5%,99%,96%,3%,99%,95%,4%,99%,7%,0%,7%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,139,92%,5%,98%,94%,5%,99%,94%,5%,99%,94%,5%,99%,96%,4%,99%,7%,0%,4%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,67,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,0%,0%,3%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,55,76%,7%,84%,82%,5%,87%,78%,5%,85%,85%,5%,91%,95%,5%,100%,5%,0%,5%
GEM CHARTER SCHOOL,1704 N CENTER ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GEORGE WASHINGTON ACADEMY,1945 S 1ST EAST,SNOWFLAKE,NAVAJO,,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,57,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GETHSEMANE LUTHERAN CHURCH & SCHOOL,1035 EAST GUADALUPE ROAD,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILA CROSSING COMMUNITY SCHOOL,4408 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,57,95%,2%,100%,95%,2%,100%,95%,2%,100%,96%,2%,100%,98%,2%,100%,0%,0%,2%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,28,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,82%,18%,100%,18%,0%,18%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,40,88%,13%,100%,90%,10%,100%,88%,13%,100%,90%,10%,100%,90%,10%,100%,13%,0%,13%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,,PRIVATE,32,91%,9%,100%,91%,9%,100%,91%,9%,100%,88%,13%,100%,91%,9%,100%,13%,0%,9%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,69,96%,4%,100%,96%,4%,100%,97%,3%,100%,96%,3%,100%,99%,1%,100%,6%,4%,1%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,85,94%,6%,100%,93%,6%,100%,95%,5%,100%,95%,5%,100%,95%,4%,99%,6%,0%,4%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,NO,,PUBLIC,76,91%,0%,91%,93%,0%,93%,93%,0%,93%,93%,0%,93%,100%,0%,100%,5%,5%,5%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,69,97%,0%,100%,97%,0%,100%,97%,0%,100%,96%,0%,100%,99%,0%,99%,1%,0%,0%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,73,96%,0%,100%,96%,3%,100%,96%,3%,99%,96%,3%,99%,100%,0%,100%,3%,3%,3%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,68,99%,0%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOD'S WORLD,3950 NORTH VALORIE DRIVE,PRESCOTT VALLEY,YAVAPAI,86314,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GOWAN SCIENCE ACADEMY,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,60,98%,0%,98%,98%,0%,98%,98%,0%,98%,98%,0%,98%,98%,0%,98%,0%,0%,0%
GRACE CHRISTIAN ACADEMY,1200 EAST SOUTHERN AVENUE,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACE FELLOWSHIP ACADEMY,1330 N MILLER RD,BUCKEYE,MARICOPA,85326,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRACEPOINTE CHRISTIAN ACADEMY,5455 SOUTH WESTOVER AVENUE,TUCSON,PIMA,85746,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,NO,,PUBLIC,199,97%,0%,100%,98%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,25,76%,0%,76%,68%,4%,72%,96%,4%,100%,84%,4%,88%,96%,4%,100%,4%,96%,4%
GRANDE INNOVATION ACADEMY,950 N. PEART RD,CASA GRANDE,PINAL,85122,NO,,CHARTER,93,94%,6%,100%,92%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,2%,4%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,NO,,PUBLIC,77,88%,5%,97%,90%,5%,97%,88%,5%,97%,94%,5%,100%,96%,4%,100%,6%,0%,4%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,61,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,89%,10%,98%,10%,0%,10%
GREAT EXPECTATIONS ACADEMY,1466 W CAMINO ANTIGUA,SAHUARITA,PIMA,85629,NO,,CHARTER,39,100%,0%,100%,97%,0%,100%,95%,3%,97%,100%,0%,100%,95%,3%,97%,3%,0%,0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,88,93%,7%,100%,92%,8%,100%,93%,7%,100%,90%,10%,100%,92%,8%,100%,13%,6%,7%
GREAT HEART ACADEMIES ARCHWAY LINCOLN,2250 S GILBERT RD,CHANDLER,MARICOPA,,NO,,CHARTER,111,93%,7%,100%,90%,7%,97%,93%,7%,100%,90%,7%,97%,93%,7%,100%,0%,2%,7%
GREAT HEARTS ACADEMIES - ARCHWAY ARETE GILBERT,4525 E BASELINE RD,MESA,MARICOPA,85234,NO,,CHARTER,90,90%,10%,100%,89%,11%,100%,89%,11%,100%,89%,11%,100%,92%,8%,100%,14%,0%,4%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM EAST,"14130 W MCDOWELL RD, STE 222",GOODYEAR,MARICOPA,,NO,,CHARTER,86,88%,12%,100%,88%,12%,100%,90%,10%,100%,88%,12%,100%,90%,10%,100%,9%,0%,9%
GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395,NO,,CHARTER,88,94%,6%,100%,95%,5%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,10%,0%,5%
GREAT HEARTS ACADEMIES - ARCHWAY VERITAS,3102 N. 56TH ST,PHOENIX,MARICOPA,85018,YES,RN,CHARTER,90,88%,12%,100%,90%,10%,100%,91%,9%,100%,87%,13%,100%,92%,8%,100%,13%,0%,8%
GREEN FIELDS COUNTRY DAY SCHOOL,6000 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,63,87%,13%,100%,84%,14%,98%,86%,14%,100%,89%,11%,100%,90%,10%,100%,14%,0%,10%
GREENWAY ELEMENTARY SCHOOL,100 OLD DOUGLAS ROAD,BISBEE,COCHISE,85603,NO,,PUBLIC,31,90%,0%,100%,90%,0%,100%,52%,0%,84%,77%,0%,90%,100%,0%,100%,0%,0%,0%
GRIFFITH ELEMENTARY SCHOOL,4505 E PALM LN,PHOENIX,MARICOPA,85008,NO,,PUBLIC,83,92%,1%,95%,94%,1%,96%,93%,1%,96%,98%,1%,100%,99%,1%,100%,1%,1%,1%
GUIDING LIGHT CHRISTIAN EDUCATIONAL CENTER,220 MESCAL LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,66,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
H.U.S.D. - CHAPARRAL ELEMENTARY,3380 EAST FRYE ROAD,GILBERT,MARICOPA,85295,NO,,PUBLIC,120,97%,3%,100%,97%,3%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,4%,0%,3%
H.U.S.D. - CORTINA ELEMENTARY SCHOOL,19680 SOUTH 188TH STREET,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,93,89%,9%,100%,91%,8%,100%,89%,10%,100%,92%,6%,100%,94%,6%,100%,12%,0%,12%
H.U.S.D. - HIGLEY TRADITIONAL ACADEMY,3391 EAST VEST AVENUE,GILBERT,MARICOPA,85295,NO,,PUBLIC,112,94%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,1%,4%
H.U.S.D. - SAN TAN ELEMENTARY SCHOOL,3443 EAST GALISTOGA DRIVE,GILBERT,MARICOPA,85297,NO,,PUBLIC,125,95%,2%,100%,96%,2%,100%,97%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,49,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,137,91%,9%,100%,92%,8%,100%,91%,9%,100%,91%,9%,100%,92%,8%,100%,6%,0%,5%
HAND IN HAND CHRISTIAN PRESCHOOL,150 WEST 28TH STREET,YUMA,YUMA,85364,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAPPY HOURS - SAM HUGHES,700 NORTH WILSON,TUCSON,PIMA,85719,YES,Both,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAPPY VALLEY SCHOOL,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,,YES,LPN,CHARTER,97,88%,11%,100%,89%,11%,100%,91%,9%,100%,92%,8%,100%,94%,6%,100%,12%,0%,5%
HAPPY VALLEY SCHOOL - EAST CAMPUS,"22721 S ELLSWORTH RD, STE 103",QUEEN CREEK,PINAL,85140,NO,,CHARTER,96,94%,6%,100%,96%,4%,100%,91%,9%,100%,93%,7%,100%,94%,6%,100%,7%,2%,5%
HAROLD STEELE ELEMENTARY SCHOOL,700 S SARNOFF DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,46,93%,4%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,4%,4%,2%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,86,100%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HARRIET JOHNSON PRIMARY SCHOOL,6060 S JOSEPH AVE,TUCSON,PIMA,85757,YES,RN,PUBLIC,73,96%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,1%,0%
HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,52,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,6%,6%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,99,97%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,2%,0%,1%
HARVEST PREPARATORY ACADEMY,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,74,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
HARVEST PREPARATORY ACADEMY - GOODYEAR,14900 W VAN BUREN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,42,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
"HARVEST PREPARATORY ACADEMY, SAN LUIS",1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,95,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
HASSAYAMPA ELEMENTARY SCHOOL,251 S TEGNER ST,WICKENBURG,MARICOPA,85390,NO,,PUBLIC,46,87%,7%,93%,91%,7%,98%,83%,7%,89%,91%,7%,98%,93%,7%,100%,0%,0%,7%
HAVASU PREPARATORY ACADEMY PUBLIC CHARTER,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,29,93%,0%,93%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,60,98%,2%,100%,100%,0%,100%,97%,2%,98%,98%,2%,100%,98%,2%,100%,2%,0%,2%
HAVEN MONTESSORI CHARTER SCHOOL,621 W CLAY AVE,FLAGSTAFF,COCONINO,86001,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HAWTHORNE ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,59,93%,0%,100%,98%,0%,100%,97%,0%,100%,95%,0%,100%,100%,0%,100%,0%,0%,0%
HEARN ACADEMY,17606 NORTH 7TH AVENUE,PHOENIX,MARICOPA,85023,YES,RN,CHARTER,56,95%,5%,100%,93%,7%,100%,93%,7%,100%,91%,9%,100%,93%,7%,100%,16%,0%,5%
HEARTLAND RANCH ELEMENTARY SCHOOL,1667 W CAROLINE ST,COOLIDGE,PINAL,85128,YES,RN,PUBLIC,43,95%,5%,100%,95%,5%,100%,95%,5%,100%,98%,2%,100%,98%,2%,100%,5%,0%,0%
HEATHERBRAE ELEMENTARY SCHOOL,7070 W HEATHERBRAE DR,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,112,96%,3%,99%,97%,3%,100%,96%,3%,99%,97%,3%,100%,96%,4%,100%,4%,0%,3%
HENRY HANK OYAMA,2700 S LA CHOLLA,TUCSON,PIMA,85713,YES,RN,PUBLIC,56,95%,4%,100%,96%,4%,100%,98%,0%,98%,96%,4%,100%,96%,4%,100%,4%,4%,4%
HERITAGE ELEMENTARY SCHOOL - EAST CAMPUS,6805 N 125TH AVE,GLENDALE,MARICOPA,85307,NO,,CHARTER,91,96%,1%,100%,96%,1%,100%,93%,1%,100%,93%,1%,100%,99%,1%,100%,1%,0%,1%
HERITAGE SCHOOL,5312 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,55,95%,4%,98%,95%,4%,98%,95%,4%,98%,96%,4%,100%,96%,4%,100%,4%,0%,4%
HERMOSA MONTESSORI SCHOOL,12051 EAST FORT LOWELL,TUCSON,PIMA,85749,NO,,CHARTER,34,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,88%,12%,100%,12%,0%,6%
HERMOSA VISTA ELEMENTARY SCHOOL,2626 N 24TH ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,124,89%,10%,100%,90%,10%,100%,86%,13%,100%,89%,11%,100%,90%,10%,100%,15%,0%,6%
