SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Atonement Lutheran School,Private,4001 W. Beardsley Rd.,Glendale,Maricopa,85308,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audrey And Robert Ryan Elementary,Public,4600 S Bright Angel Way,Chandler,Maricopa,85249,N,,73,94.50%,5.50%,100%,95.90%,4.10%,100%,94.50%,5.50%,100%,94.50%,5.50%,100%,94.50%,5.50%,100%,9.60%,0.00%,0.00%
Augusta Ranch Elementary,Public,9430 E. Neville Ave.,Mesa,Maricopa,85209,Y,RN,104,92.30%,7.70%,100%,92.30%,7.70%,100%,92.30%,7.70%,100%,91.30%,8.70%,100%,77.90%,7.70%,100%,8.70%,0.00%,7.70%
Augustus H Shaw Jr School,Public,123 N 13th St.,Phoenix,Maricopa,85034,Y,RN,55,83.60%,16.40%,100%,83.60%,16.40%,100%,83.60%,16.40%,100%,85.50%,14.50%,100%,83.60%,14.50%,100%,16.40%,0.00%,0.00%
Avalon Elementary,Charter,1045 S. San Marcos Dr. ,Apache Junction,Pinal,85120,N,,58,82.80%,17.20%,100%,86.20%,13.80%,100%,82.80%,17.20%,100%,87.90%,12.10%,100%,70.70%,0.00%,93.10%,17.20%,0.00%,0.00%
Awakening Seed School,Private,6630 S 40th St.,Phoenix,Maricopa,85042,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bagdad School,Public,515 Breezy Circle,Bagdad,Yavapai,86321,N,,38,97.40%,2.60%,100%,97.40%,2.60%,100%,97.40%,2.60%,100%,100%,0.00%,100%,94.70%,0.00%,100%,2.60%,0.00%,0.00%
Bales Elementary School,Public,25400 W Maricopa Rd.,Buckeye,Maricopa,85326,N,,96,95.80%,2.10%,97.90%,96.90%,2.10%,99.00%,96.90%,1.00%,97.90%,95.80%,1.00%,96.90%,84.40%,0.00%,100%,4.20%,0.00%,1.00%
Balsz Elementary School,Public,4309 E. Belleview St. ,Phoenix,Maricopa,85008,Y,RN,85,97.60%,0.00%,97.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.80%,0.00%,98.80%,0.00%,0.00%,0.00%
Barbara B. Robey Elementary,Public,5340 Wigwam Creek Blvd.,Pitchfield Park,Maricopa,85340,Y,LPN,123,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,1.60%,0.00%,0.00%
Barbara Bush Elementary School,Public,4925 E Ingram St. ,Mesa,Maricopa,85205,Y,RN,68,92.60%,7.40%,100%,92.60%,7.40%,100%,92.60%,7.40%,100%,91.20%,8.80%,100%,82.40%,1.50%,100%,7.40%,1.50%,7.40%
Basha Elementary,Public,3535 S Basha Rd.,Chandler,Maricopa,85248,N,,105,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,66.70%,3.80%,100%,7.60%,0.00%,7.60%
Basis - Goodyear Primary,Charter,15800 W. Sherman St.,Goodyear,Maricopa,85338,N,,89,86.50%,13.50%,100%,92.10%,7.90%,100%,91.00%,9.00%,100%,92.10%,7.90%,100%,86.50%,6.70%,100%,12.40%,2.20%,3.40%
Basis - Oro Valley Primary,Charter,11129 North Oracle Rd.,Oro Valley,Pima,85737,N,,126,97.60%,2.40%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,92.90%,2.40%,100%,4.00%,2.40%,0.00%
Basis - Phoenix Central,Charter,201 E Indianola Ave.,Phoenix,Maricopa,85012,N,,144,92.40%,7.60%,100%,93.10%,6.90%,100%,92.40%,7.60%,100%,92.40%,7.60%,100%,84.70%,5.60%,100%,8.30%,0.00%,3.50%
Basis - Prescott,Charter,1901 Prescott Lakes Pkwy,Prescott,Yavapai,86301,N,,53,75.50%,24.50%,100%,75.50%,24.50%,100%,71.70%,28.30%,100%,84.90%,15.10%,100%,60.40%,17.00%,100%,35.80%,0.00%,13.20%
Basis - Scottsdale Primary,Charter,7214 E Jenan Dr. ,Scottsdale,Maricopa,85260,N,,56,96.40%,3.60%,100%,96.40%,3.60%,100%,96.40%,3.60%,100%,94.60%,5.40%,100%,91.10%,3.60%,100%,5.40%,0.00%,3.60%
Basis - Tucson Middle School,Charter,3825 E 2nd St.,Tucson,Pima,85716,N,,161,95.00%,5.00%,100%,93.80%,6.20%,100%,94.40%,5.60%,100%,95.70%,4.30%,100%,89.40%,4.30%,100%,6.80%,1.90%,8.70%
Basis Chandler Primary School,Charter,204 W Chandler Heights Rd.,Chandler,Maricopa,85248,N,,64,96.90%,3.10%,100%,95.30%,4.70%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,95.30%,3.10%,100%,4.70%,0.00%,3.10%
Bayer Private School,Private,23555 N. 67th Ave.,Glendale,Maricopa,85310,Y,RN,21,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Beautiful Savior Academy,Private,P.O. Box 90925,Tucson,Pima,85752,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beaver Creek School,Public,4810 East Beaver Creek Rd.,Rimrock,Yavapai,86335,N,,32,78.10%,0.00%,78.10%,75.00%,0.00%,75.00%,78.10%,0.00%,78.10%,96.90%,0.00%,96.90%,81.30%,0.00%,100%,0.00%,0.00%,0.00%
Beaver Dam Elementary,Public,3436 E. Rio Virgin Rd.,Beaver Dam,Mohave,86432,N,,37,91.90%,8.10%,100%,91.90%,8.10%,100%,91.90%,8.10%,100%,91.90%,8.10%,100%,81.10%,8.10%,100%,8.10%,0.00%,8.10%
Bella Vista Elementary School,Public,801 N Lenzner Ave.,Sierra Vista,Cochise,85635,Y,RN,48,93.80%,4.20%,97.90%,95.80%,4.20%,100%,93.80%,4.20%,97.90%,95.80%,4.20%,100%,83.30%,0.00%,100%,4.20%,0.00%,0.00%
Bellair Elementary School,Public,4701 W Grovers Ave. ,Glendale,Maricopa,85308,Y,LPN,63,90.50%,7.90%,98.40%,90.50%,7.90%,98.40%,92.10%,6.30%,98.40%,92.10%,7.90%,100%,88.90%,4.80%,100%,7.90%,0.00%,6.30%
Benchmark School,Charter,4120 E. Acoma Dr.,Phoenix,Maricopa,85032,N,,60,95.00%,3.30%,98.30%,96.70%,3.30%,100%,85.00%,3.30%,88.30%,95.00%,3.30%,98.30%,75.00%,3.30%,100%,3.30%,0.00%,3.30%
Benjamin Franklin Charter School - Gilbert,Charter,1475 S Val Vista Dr. ,Gilbert,Maricopa,85296,Y,RN,83,86.70%,13.30%,100%,86.70%,13.30%,100%,88.00%,12.00%,100%,86.70%,13.30%,100%,80.70%,10.80%,100%,13.30%,0.00%,9.60%
Benjamin Franklin Charter School - Power,Charter,22951 S Power Rd.,Queen Creek,Maricopa,85142,Y,RN,92,77.20%,22.80%,100%,79.30%,20.70%,100%,76.10%,23.90%,100%,82.60%,17.40%,100%,58.70%,14.10%,100%,28.30%,0.00%,10.90%
Benjamin Franklin Charter School - Queen,Charter,22120 Queen Creek Rd.,Queen Creek,Maricopa,85142,Y,RN,110,80.90%,19.10%,100%,80.90%,19.10%,100%,81.80%,18.20%,100%,82.70%,17.30%,100%,75.50%,17.30%,100%,20.90%,0.00%,15.50%
Bennett Academy,Charter,2930 W Bethany Home Rd.,Phoenix,Maricopa,85017,N,,22,95.50%,0.00%,95.50%,95.50%,0.00%,95.50%,100%,0.00%,100%,100%,0.00%,100%,77.30%,0.00%,100%,0.00%,0.00%,0.00%
Bennette Academy Venture Site,Charter,1535 W Dunlap Ave.,Phoenix,Maricopa,85021,N,,22,77.30%,9.10%,86.40%,81.80%,13.60%,95.50%,68.20%,13.60%,81.80%,81.80%,13.60%,95.50%,59.10%,13.60%,100%,13.60%,0.00%,13.60%
Benson Unified School,Public,360 S Patagonia St.,Benson,Cochise,85602,Y,RN,73,97.30%,2.70%,100%,97.30%,2.70%,100%,91.80%,8.20%,100%,90.40%,8.20%,98.60%,86.30%,5.50%,100%,8.20%,0.00%,6.80%
Bernard Black Elementary,Public,6550 S 27th Ave.,Phoenix,Maricopa,85041,Y,RN,96,99.00%,0.00%,99.00%,99.00%,0.00%,99.00%,99.00%,0.00%,99.00%,100%,0.00%,100%,94.80%,0.00%,100%,0.00%,0.00%,0.00%
Bethany Christian School,Private,6304 S. Price Rd.,Tempe,Maricopa,85283,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Big Park Community School,Public,25 W Saddlehorn Ct.,Sedona,Yavapai,86351,N,,23,95.70%,4.30%,100%,95.70%,4.30%,100%,95.70%,4.30%,100%,95.70%,4.30%,100%,91.30%,4.30%,100%,4.30%,0.00%,0.00%
Biltmore Prep,Public,4601 N 34th St.,Phoenix,Maricopa,85018,Y,LPN,104,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,71.20%,0.00%,100%,0.00%,0.00%,0.00%
Black Mountain Elementary School (Cave Creek),Public,33016 N 60th St.,Cave Creek,Maricopa,85327,Y,RN,40,97.50%,2.50%,100%,92.50%,7.50%,100%,92.50%,7.50%,100%,92.50%,7.50%,100%,92.50%,7.50%,100%,7.50%,0.00%,2.50%
Black Mountain Elementary School (Golden Valley),Public,3404 Santa Maria Rd.,Golden Valley,Mohave,86413,Y,LPN,52,92.30%,7.70%,100%,92.30%,7.70%,100%,96.20%,3.80%,100%,92.30%,7.70%,100%,57.70%,0.00%,100%,7.70%,0.00%,7.70%
Black Mountain Science Academy Kindergarten,Private,21461 N 78th Ave.,Peoria,Maricopa,85382,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blackwater Community School,Charter,3652 E. Blackwater School Rd.,Coolidge,Pinal,85128,Y,RN,61,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Blake Primary School,Public,701 S Navajo Ave.,Parker,La Paz,85344,N,,135,96.30%,0.70%,97.00%,97.00%,0.70%,97.80%,96.30%,0.70%,97.00%,98.50%,0.70%,99.30%,93.30%,0.00%,100%,0.70%,0.00%,0.70%
Blenman Elementary School,Public,1695 N Country Club Rd. ,Tucson,Pima,85716,Y,RN,62,98.40%,0.00%,98.40%,98.40%,0.00%,98.40%,100%,0.00%,100%,98.40%,1.60%,100%,96.80%,0.00%,100%,1.60%,0.00%,0.00%
Blessed Sacrament Kindergarten And Preschool,Private,11300 N 64th St.,Scottsdale,Maricopa,85254,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bloom Elementary School,Public,8310 E Pima St. ,Tucson,Pima,85715,Y,RN,48,97.90%,2.10%,100%,97.90%,0.00%,97.90%,97.90%,2.10%,100%,100%,0.00%,100%,97.90%,0.00%,100%,2.10%,0.00%,0.00%
Blue Ridge Elementary School,Public,1200 W White Mountain Blvd.,Lakeside,Navajo,85929,N,,115,88.70%,9.60%,98.30%,87.80%,9.60%,97.40%,88.70%,9.60%,98.30%,90.40%,9.60%,100%,80.00%,9.60%,100%,9.60%,0.00%,9.60%
Bonillas  Elementary School,Public,4757 E Winsett St. ,Tucson,Pima,85711,Y,RN,68,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,0.00%,0.00%,0.00%
Bonita Elementary School,Public,18008 S Ft Grant Rd.,Bonita,Graham,85643,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bonnie Brennan School,Public,100 Cochise Dr.,Winslow,Navajo,86047,N,,143,95.10%,3.50%,98.60%,94.40%,4.20%,98.60%,95.80%,4.20%,100%,96.50%,2.80%,99.30%,88.10%,2.80%,100%,3.50%,0.70%,4.20%
Booth-fickett Math/science Magnet School,Public,450 S Montego Dr.,Tucson,Pima,85710,Y,RN,60,96.70%,3.30%,100%,96.70%,3.30%,100%,96.70%,3.30%,100%,96.70%,3.30%,100%,88.30%,3.30%,100%,3.30%,0.00%,3.30%
Borman Elementary,Public,6630 Ligthning Dr.,Tucson,Pima,85708,N,,105,99.00%,1.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,68.60%,0.00%,100%,1.00%,0.00%,1.00%
Borton Primary Magnet School,Public,700 E 22nd St.,Tucson,Pima,85713,Y,RN,72,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.60%,1.40%,100%,93.10%,1.40%,100%,1.40%,0.00%,0.00%
Boulder Creek Elementary School (Mesa),Public,8045 E Portobello Ave.,Mesa,Maricopa,85212,Y,RN,67,94.00%,6.00%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,92.50%,6.00%,98.50%,83.60%,4.50%,100%,6.00%,0.00%,6.00%
Boulder Creek Elementary School (Phoenix),Public,22801 N 22nd St.,Phoenix,Maricopa,85024,Y,RN,100,96.00%,4.00%,100%,97.00%,3.00%,100%,97.00%,3.00%,100%,96.00%,4.00%,100%,93.00%,3.00%,100%,4.00%,0.00%,4.00%
Bouse Elementary School,Public,44936 Joshua Dr. ,Bouse,La Paz,85325,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bowie Unified School District,Public,P. O. Box 157,Bowie,Cochise,85605,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bret Tarver Elementary,Public,4308 N 51st Ave.,Phoenix,Maricopa,85031,Y,LPN,134,97.00%,1.50%,98.50%,98.50%,1.50%,100%,98.50%,1.50%,100%,99.30%,0.70%,100%,87.30%,0.00%,100%,1.50%,0.00%,0.00%
Bridges Preschool And Kindergarten,Private,7570 South Willow Dr. ,Tempe,Maricopa,85283,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bright Beginnings School #1,Charter,400 N Andersen Blvd.,Chandler,Maricopa,85224,N,,53,94.30%,5.70%,100%,94.30%,5.70%,100%,92.50%,7.50%,100%,94.30%,5.70%,100%,86.80%,5.70%,100%,7.50%,0.00%,5.70%
Brinton Elementary,Public,11455 E Sunland Ave.,Mesa,Maricopa,85208,Y,RN,67,92.50%,3.00%,95.50%,95.50%,3.00%,98.50%,95.50%,3.00%,98.50%,98.50%,1.50%,100%,89.60%,0.00%,100%,3.00%,0.00%,0.00%
Broadmor Elementary,Public,311 E Aepli Dr. ,Tempe,Maricopa,85282,Y,RN,92,92.40%,6.50%,98.90%,93.50%,6.50%,100%,94.60%,5.40%,100%,93.50%,6.50%,100%,82.60%,4.30%,100%,6.50%,0.00%,1.10%
Brunson-lee Elementary School,Public,1350n. 48th St.,Phoenix,Maricopa,85008,Y,RN,77,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Buckeye Primary School,Public,210 S 6th St.,Buckeye,Maricopa,85326,Y,LPN,78,94.90%,5.10%,100%,97.40%,2.60%,100%,96.20%,3.80%,100%,98.70%,1.30%,100%,88.50%,0.00%,100%,3.80%,0.00%,1.30%
Burk Elementary School,Public,545 North Burk St.,Gilbert,Maricopa,85234,Y,RN,58,96.60%,3.40%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,98.30%,1.70%,100%,96.60%,0.00%,100%,3.40%,0.00%,0.00%
Burke Basic Elementary School,Charter,131 East Southern Ave.,Mesa,Maricopa,85210,Y,LPN,143,95.10%,0.70%,95.80%,95.10%,0.70%,95.80%,95.10%,0.70%,95.80%,98.60%,0.70%,99.30%,95.80%,0.70%,100%,0.70%,0.00%,0.00%
Butterfield Elementary School (Maricopa),Public,43800 W Honeycutt Rd.,Maricopa,Pinal,85239,Y,RN,92,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.00%,0.00%,100%,0.00%,0.00%,0.00%
Butterfield Elementary School (Tucson),Public,3400 W Massingale Rd.,Tucson,Pima,85741,N,,68,94.10%,1.50%,95.60%,98.50%,1.50%,100%,89.70%,1.50%,91.20%,95.60%,1.50%,97.10%,89.70%,1.50%,100%,1.50%,0.00%,1.50%
C E Rose Elementary School,Public,710 W Michigan Dr.,Tucson,Pima,85714,Y,RN,88,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
C. W. Mcgraw Elmentary School,Public,2345 Arizona Ave.,Yuma,Yuma,85364,N,,76,96.10%,0.00%,96.10%,97.40%,0.00%,97.40%,97.40%,0.00%,97.40%,100%,0.00%,100%,89.50%,0.00%,98.70%,0.00%,0.00%,0.00%
C.i. Waggoner Elementary School,Public,1050 E Carver Rd.,Tempe,Maricopa,85284,N,,95,91.60%,8.40%,100%,89.50%,10.50%,100%,88.40%,11.60%,100%,90.50%,9.50%,100%,77.90%,0.00%,100%,14.70%,0.00%,0.00%
C.j. Jorgensen Elementary School,Public,1701 W. Roeser Rd.,Phoenix,Maricopa,85041,Y,LPN,62,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,90.30%,1.60%,100%,1.60%,0.00%,1.60%
Cactus View Elementary School,Public,17602 N Central Ave.,Phoenix,Maricopa,85022,Y,RN,99,96.00%,4.00%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,84.80%,3.00%,100%,4.00%,0.00%,0.00%
Cactus Wren Elementary School,Public,9650 N 39th Ave.,Phoenix,Maricopa,85051,N,,50,98.00%,2.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,96.00%,2.00%,100%,2.00%,0.00%,2.00%
Calabasas School,Public,131 Camino Maricopa,Rio Rico,Santa Cruz,85648,Y,RN,66,98.50%,0.00%,98.50%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.00%,0.00%,100%,0.00%,0.00%,0.00%
Calibre Academy Surprise,Charter,15688 W Acoma Dr.,Surprise,Maricopa,85379,N,,100,98.00%,2.00%,100%,99.00%,1.00%,100%,98.00%,2.00%,100%,99.00%,1.00%,100%,72.00%,1.00%,100%,2.00%,0.00%,2.00%
Calvary Chapel Christian School,Private,8725 E Speedway Blvd.,Tucson,Pima,85710,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Calvary Christian Academy,Private,1605 S. Mcculloch Blvd.,Lake Havasu City,Mohave,86403,N,,23,91.30%,0.00%,91.30%,91.30%,0.00%,91.30%,78.30%,0.00%,78.30%,100%,0.00%,100%,78.30%,0.00%,91.30%,0.00%,0.00%,0.00%
Cambridge Academy - East,Charter,9412 E. Brown Rd.,Mesa,Maricopa,85207,N,,32,93.80%,6.30%,100%,93.80%,6.30%,100%,93.80%,6.30%,100%,96.90%,3.10%,100%,100%,0.00%,100%,6.30%,0.00%,0.00%
Cambridge Academy - Queen Creek,Charter,20365 E Ocotillo Rd.,Mesa,Maricopa,85207,N,,32,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Camelback Academy,Charter,7634 W Camelback Rd.,Glendale,Maricopa,85303,N,,72,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,97.20%,1.40%,100%,1.40%,0.00%,0.00%
Camelback Christian School,Private,3900 E Stanford Dr. ,Paradise Valley,Maricopa,85253,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Camelback Desert School Elementary,Private,9606 E. Kalil Dr. ,Scottsdale,Maricopa,85260,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Camino Montessori - Charter,Private,44301 W Maricopa/casa Grande Hwy,Maricopa,Pinal,85138,N,,23,73.90%,26.10%,100%,73.90%,26.10%,100%,73.90%,26.10%,100%,73.90%,26.10%,100%,78.30%,17.40%,100%,30.40%,0.00%,17.40%
Camp Verde Elementary School,Public,200 Camp Lincoln Rd.,Camp Verde,Yavapai,86322,Y,RN,90,87.80%,8.90%,96.70%,92.20%,6.70%,98.90%,88.90%,7.80%,96.70%,94.40%,5.60%,100%,77.80%,6.70%,100%,12.20%,0.00%,5.60%
Campo Bello Elementary School,Public,2650 E. Contention Mine Rd.,Phoenix,Maricopa,85032,Y,RN,58,98.30%,0.00%,98.30%,100%,0.00%,100%,98.30%,1.70%,100%,100%,0.00%,100%,94.80%,0.00%,100%,1.70%,0.00%,0.00%
Candeo Schools,Charter,9965 W Calle Lejos,Peoria,Maricopa,85383,N,,76,86.80%,10.50%,97.40%,88.20%,11.80%,100%,85.50%,14.50%,100%,85.50%,14.50%,100%,82.90%,14.50%,100%,14.50%,0.00%,10.50%
Canon School,Public,18800 E School House Rd.,Black Canyon City,Yavapai,85324,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canyon Breeze Elementary,Public,11675 W Encanto Blvd.,Avondale,Maricopa,85323,N,,65,100%,0.00%,100%,96.90%,0.00%,96.90%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,89.20%,0.00%,100%,0.00%,1.50%,0.00%
Canyon De Chelly Elementary School,Public,Hwy 191,Chinle,Apache,86503,N,,51,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Canyon Elementary,Public,5490 W Paradise Ln.,Glendale,Maricopa,85306,Y,RN,21,85.70%,9.50%,95.20%,95.20%,4.80%,100%,81.00%,9.50%,90.50%,81.00%,9.50%,90.50%,81.00%,9.50%,100%,9.50%,0.00%,9.50%
Canyon Pointe Academy,Charter,4941 W Union Hills Dr.,Glendale,Maricopa,85308,N,,51,90.20%,9.80%,100%,90.20%,9.80%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,82.40%,7.80%,100%,9.80%,0.00%,9.80%
Canyon Ridge Elementary,Public,17359 W Surprise Farms Loop,Surprise,Maricopa,85388,Y,LPN,78,87.20%,2.60%,89.70%,88.50%,2.60%,91.00%,88.50%,1.30%,89.70%,94.90%,1.30%,96.20%,57.70%,1.30%,97.40%,2.60%,0.00%,1.30%
Canyon Rim Elementary,Public,3045 S Canyon Rim,Mesa,Maricopa,85212,Y,RN,97,95.90%,4.10%,100%,95.90%,4.10%,100%,95.90%,4.10%,100%,94.80%,4.10%,99.00%,82.50%,4.10%,100%,4.10%,0.00%,4.10%
Canyon Springs,Public,42901 N 45th Ave.,Phoenix,Maricopa,85087,Y,RN,69,92.80%,5.80%,98.60%,92.80%,5.80%,98.60%,94.20%,5.80%,100%,94.20%,4.30%,98.60%,76.80%,4.30%,100%,5.80%,0.00%,5.80%
Canyon View Elementary School,Public,5725 N Sabino Canyon Rd.,Tucson,Pima,85750,Y,RN,49,100%,0.00%,100%,100%,0.00%,100%,98.00%,2.00%,100%,98.00%,0.00%,98.00%,83.70%,0.00%,100%,2.00%,0.00%,0.00%
Capitol Elementary School,Public,330 N. 16th Ave.,Phoenix,Maricopa,85007,Y,RN,69,98.60%,0.00%,98.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.10%,0.00%,100%,0.00%,0.00%,0.00%
Carden Christian Academy Center,Private,2727 N Swan Rd.,Tucson,Pima,85712,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carden Of Tucson,Charter,5260 N Royal Palm Dr.,Tucson,Pima,85705,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Career Success School - Sage Campus,Charter,3120 N 32nd St.,Phoenix,Maricopa,85018,N,,37,89.20%,2.70%,91.90%,86.50%,2.70%,89.20%,91.90%,2.70%,94.60%,91.90%,2.70%,94.60%,70.30%,2.70%,100%,2.70%,0.00%,0.00%
Carmichael Elementary School,Public,701 Ne Carmichael Ave.,Sierra Vista,Cochise,85635,Y,RN,68,95.60%,4.40%,100%,95.60%,4.40%,100%,94.10%,4.40%,98.50%,95.60%,4.40%,100%,83.80%,1.50%,100%,4.40%,0.00%,4.40%
Carminati Elementary School,Public,4001 South Mcallister Ave. ,Tempe,Maricopa,85282,Y,RN,65,93.80%,3.10%,96.90%,93.80%,3.10%,96.90%,95.40%,3.10%,98.50%,95.40%,3.10%,98.50%,90.80%,3.10%,100%,3.10%,1.50%,3.10%
Carol G. Peck Elementary School,Public,5810 N 49th Ave.,Glendale,Maricopa,85301,N,,152,100%,0.00%,100%,98.00%,0.70%,98.70%,100%,0.00%,100%,96.70%,0.70%,97.40%,95.40%,0.00%,100%,0.70%,0.00%,0.00%
Carol Rae Ranch Elementary,Public,3777 East Houston Ave.,Gilbert,Maricopa,85234,Y,RN,57,94.70%,1.80%,96.50%,98.20%,1.80%,100%,96.50%,3.50%,100%,98.20%,1.80%,100%,100%,0.00%,100%,3.50%,0.00%,0.00%
Carrillo Elementary,Public,440 S. Main Ave.,Tucson,Pima,85701,Y,RN,45,95.60%,4.40%,100%,95.60%,4.40%,100%,95.60%,4.40%,100%,95.60%,4.40%,100%,93.30%,4.40%,100%,4.40%,0.00%,4.40%
Cartwright Elementary School,Public,5833 W Thomas Rd.,Phoenix,Maricopa,85031,Y,RN,89,97.80%,0.00%,97.80%,97.80%,0.00%,97.80%,97.80%,0.00%,97.80%,98.90%,0.00%,98.90%,100%,0.00%,100%,0.00%,0.00%,0.00%
Casa Academy,Charter,1500 W Maryland Ave.,Phoenix,Maricopa,85015,N,,52,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Casa Blanca Community School-k,Private,3455 W. Casa Blanca Rd.,Bapchule,Pinal,85121,Y,RN,47,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
