SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ASU PREPARATORY ACADEMY - POLYTECHNIC ELEMENTARY SCHOOL,6950 E WILLIAMS FIELDS ROAD,MESA,MARICOPA,85212,NO,,PUBLIC,116,92.2%,7.8%,100.0%,93.1%,6.9%,100.0%,92.2%,7.8%,100.0%,94.0%,6.0%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,94.0%,6.0%,100.0%,9.5%,1.7%,1.7%
AUDREY & ROBERT RYAN ELEMENTARY,4600 S BRIGHT ANGEL WAY,CHANDLER,MARICOPA,85249,NO,,PUBLIC,121,94.2%,5.8%,100.0%,86.0%,9.1%,100.0%,86.0%,9.1%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,6.6%,0.8%,4.1%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,145,98.6%,1.4%,100.0%,97.2%,2.1%,100.0%,97.2%,2.1%,100.0%,97.9%,2.1%,100.0%,96.6%,2.8%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,4.8%,0.0%,1.4%
AUGUSTUS H SHAW JR SCHOOL,123 N 13TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,28,89.3%,10.7%,100.0%,85.7%,10.7%,96.4%,85.7%,10.7%,96.4%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,89.3%,10.7%,100.0%,10.7%,0.0%,10.7%
AVALON ELEMENTARY,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220,NO,,CHARTER,28,89.3%,10.7%,100.0%,85.7%,7.1%,100.0%,71.4%,10.7%,85.7%,85.7%,10.7%,96.4%,89.3%,10.7%,100.0%,85.7%,10.7%,100.0%,92.9%,7.1%,100.0%,10.7%,0.0%,10.7%
AVONDALE MIDDLE SCHOOL,1406 N CENTRAL AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,138,98.6%,0.7%,99.3%,84.1%,0.0%,84.8%,84.1%,0.7%,84.8%,97.8%,0.7%,98.6%,98.6%,0.7%,99.3%,98.6%,0.7%,99.3%,98.6%,0.7%,99.3%,0.7%,1.4%,0.7%
BAGDAD ELEMENTARY SCHOOL,515 BREEZY CIR,BAGDAD,YAVAPAI,86321,NO,,PUBLIC,52,98.1%,1.9%,100.0%,94.2%,5.8%,100.0%,92.3%,7.7%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,7.7%,0.0%,1.9%
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,64,96.9%,3.1%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,7.8%,0.0%,0.0%
BARBARA BUSH ELEMENTARY SCHOOL,4925 E INGRAM ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,79,94.9%,5.1%,100.0%,87.3%,7.6%,100.0%,84.8%,10.1%,100.0%,94.9%,5.1%,100.0%,93.7%,6.3%,100.0%,94.9%,5.1%,100.0%,93.7%,6.3%,100.0%,10.1%,0.0%,2.5%
BARCELONA ELEMENTARY SCHOOL,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,119,96.6%,3.4%,100.0%,92.4%,3.4%,95.8%,91.6%,3.4%,95.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,106,96.2%,3.8%,100.0%,81.1%,9.4%,100.0%,81.1%,10.4%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,95.3%,3.8%,100.0%,96.2%,3.8%,100.0%,17.0%,0.0%,3.8%
BASHA HIGH SCHOOL,5990 S VAL VISTA DR,CHANDLER,MARICOPA,85249,YES,RN,PUBLIC,84,100.0%,0.0%,100.0%,95.2%,1.2%,100.0%,95.2%,1.2%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,3.6%,0.0%,0.0%
BASIS - AHWATUKEE,10210 S 50TH PL,PHOENIX,MARICOPA,85044,NO,,CHARTER,134,97.8%,2.2%,100.0%,91.0%,4.5%,100.0%,92.5%,3.0%,100.0%,95.5%,3.7%,100.0%,94.8%,4.5%,100.0%,97.0%,3.0%,100.0%,96.3%,3.7%,100.0%,11.2%,0.0%,0.7%
BASIS - CHANDLER,4825 S. ARIZONA AVE,CHANDLER,MARICOPA,85248,NO,,CHARTER,224,96.9%,3.1%,100.0%,89.3%,3.1%,98.7%,89.3%,3.1%,98.7%,96.0%,4.0%,100.0%,96.4%,3.6%,100.0%,96.9%,3.1%,100.0%,97.3%,2.7%,100.0%,4.9%,0.4%,2.7%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,YES,RN,CHARTER,84,94.0%,6.0%,100.0%,86.9%,13.1%,100.0%,85.7%,14.3%,100.0%,88.1%,11.9%,100.0%,94.0%,6.0%,100.0%,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,21.4%,1.2%,6.0%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,89,96.6%,2.2%,100.0%,91.0%,4.5%,100.0%,88.8%,5.6%,100.0%,94.4%,4.5%,100.0%,96.6%,3.4%,100.0%,93.3%,5.6%,100.0%,94.4%,5.6%,100.0%,9.0%,0.0%,3.4%
BASIS - ORO VALLEY,11155 N. ORACLE RD,TUCSON,PIMA,85737,NO,,CHARTER,146,96.6%,3.4%,100.0%,92.5%,4.8%,100.0%,90.4%,6.8%,100.0%,95.2%,4.8%,100.0%,96.6%,3.4%,100.0%,95.2%,4.8%,100.0%,95.9%,4.1%,100.0%,6.2%,2.7%,3.4%
BASIS - PEORIA,9902 W YEARLING ROAD,PEORIA,MARICOPA,,NO,,CHARTER,194,96.4%,3.6%,100.0%,89.7%,2.6%,100.0%,89.7%,2.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
BASIS - PHOENIX,13231 N 22ND STREET,PHOENIX,MARICOPA,85022,NO,,CHARTER,179,96.6%,3.4%,100.0%,85.5%,11.7%,100.0%,83.8%,13.4%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,96.6%,3.4%,100.0%,16.2%,0.0%,2.8%
BASIS - SCOTTSDALE,10400 N. 128TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,177,97.2%,2.8%,100.0%,90.4%,6.2%,100.0%,89.3%,7.3%,100.0%,95.5%,4.5%,100.0%,96.0%,4.0%,100.0%,97.2%,2.8%,100.0%,96.6%,3.4%,100.0%,11.3%,0.0%,0.0%
BASIS - TUCSON NORTH,5740 E RIVER RD,TUCSON,PIMA,85750,NO,,CHARTER,181,96.7%,3.3%,100.0%,91.7%,6.6%,100.0%,91.2%,7.2%,100.0%,96.1%,3.9%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,6.6%,0.0%,2.8%
BASIS GOODYEAR,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,95,97.9%,2.1%,100.0%,87.4%,7.4%,100.0%,87.4%,7.4%,100.0%,96.8%,3.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,7.4%,0.0%,2.1%
BASIS GOODYEAR PRIMARY,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,95,97.9%,2.1%,100.0%,87.4%,7.4%,100.0%,87.4%,7.4%,100.0%,96.8%,3.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,7.4%,0.0%,2.1%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,88,90.9%,9.1%,100.0%,69.3%,30.7%,100.0%,67.0%,33.0%,100.0%,75.0%,25.0%,100.0%,77.3%,22.7%,100.0%,87.5%,12.5%,100.0%,89.8%,10.2%,100.0%,36.4%,1.1%,10.2%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,30,93.3%,6.7%,100.0%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,93.3%,6.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,16.7%,0.0%,3.3%
BELEN SOTO ELEMENTARY SCHOOL,18601 W CAMPBELL AVE,GOODYEAR,MARICOPA,85395,YES,Both,PUBLIC,126,98.4%,1.6%,100.0%,87.3%,3.2%,92.1%,88.1%,4.0%,92.1%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,97.6%,1.6%,99.2%,99.2%,0.8%,100.0%,4.0%,0.0%,1.6%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,54,92.6%,7.4%,100.0%,90.7%,5.6%,100.0%,88.9%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,94.4%,5.6%,100.0%,9.3%,0.0%,7.4%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,74,91.9%,6.8%,98.6%,93.2%,5.4%,98.6%,91.9%,6.8%,98.6%,91.9%,6.8%,98.6%,91.9%,6.8%,98.6%,94.6%,4.1%,98.6%,91.9%,6.8%,98.6%,6.8%,0.0%,6.8%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,58,86.2%,12.1%,98.3%,87.9%,12.1%,100.0%,22.4%,12.1%,34.5%,82.8%,12.1%,94.8%,74.1%,6.9%,81.0%,77.6%,6.9%,84.5%,87.9%,6.9%,94.8%,6.9%,0.0%,6.9%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,89,93.3%,6.7%,100.0%,78.7%,18.0%,98.9%,77.5%,19.1%,98.9%,94.4%,5.6%,100.0%,89.9%,10.1%,100.0%,92.1%,7.9%,100.0%,95.5%,4.5%,100.0%,23.6%,0.0%,1.1%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,52,92.3%,7.7%,100.0%,78.8%,21.2%,100.0%,76.9%,23.1%,100.0%,94.2%,5.8%,100.0%,92.3%,7.7%,100.0%,94.2%,5.8%,100.0%,98.1%,1.9%,100.0%,23.1%,0.0%,1.9%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,NO,,CHARTER,95,91.6%,8.4%,100.0%,76.8%,23.2%,100.0%,70.5%,29.5%,100.0%,92.6%,7.4%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,90.5%,9.5%,100.0%,29.5%,0.0%,4.2%
BENNETT ACADEMY,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,31,100.0%,0.0%,100.0%,90.3%,3.2%,93.5%,87.1%,6.5%,93.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.5%,0.0%,0.0%
BENSON MIDDLE SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,95,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,9.5%,0.0%,9.5%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,63,96.8%,3.2%,100.0%,95.2%,3.2%,98.4%,95.2%,3.2%,98.4%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
BICENTENNIAL NORTH SCHOOL,7237 W MISSOURI AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,137,97.8%,2.2%,100.0%,95.6%,2.2%,98.5%,96.4%,2.2%,98.5%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
BILLY LANE LAUFFER MIDDLE SCHOOL,5385 E LITTLETOWN RD,TUCSON,PIMA,,YES,RN,PUBLIC,166,97.6%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,97.6%,1.8%,100.0%,97.6%,2.4%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,2.4%,0.0%,1.8%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,62,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,93.5%,6.5%,100.0%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,9.7%,0.0%,0.0%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,89,91.0%,9.0%,100.0%,87.6%,11.2%,98.9%,76.4%,20.2%,100.0%,89.9%,10.1%,100.0%,89.9%,10.1%,100.0%,88.8%,11.2%,100.0%,93.3%,6.7%,100.0%,28.1%,0.0%,3.4%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,64,93.8%,6.3%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,93.8%,6.3%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,6.3%,0.0%,4.7%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,153,95.4%,4.6%,100.0%,92.8%,5.9%,99.3%,92.2%,6.5%,99.3%,96.1%,3.9%,100.0%,94.8%,5.2%,100.0%,96.1%,3.9%,100.0%,95.4%,4.6%,100.0%,7.8%,0.0%,3.9%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOOTH-FICKETT MATH/SCIENCE K-8 MAGNET SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,119,98.3%,1.7%,100.0%,88.2%,1.7%,89.9%,87.4%,1.7%,89.1%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,97.5%,1.7%,99.2%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,61,98.4%,0.0%,100.0%,90.2%,0.0%,95.1%,90.2%,0.0%,95.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BOULDER CREEK ELEMENTARY,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,100,98.0%,2.0%,100.0%,97.0%,2.0%,100.0%,96.0%,3.0%,100.0%,98.0%,2.0%,100.0%,99.0%,1.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,3.0%,1.0%,1.0%
BOULDER CREEK ELEMENTARY SCHOOL,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,96,99.0%,1.0%,100.0%,96.9%,3.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,99.0%,1.0%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,5.2%,1.0%,1.0%
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,93,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,1.1%,2.2%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,103,97.1%,2.9%,100.0%,93.2%,6.8%,100.0%,90.3%,9.7%,100.0%,95.1%,4.9%,100.0%,93.2%,6.8%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,13.6%,0.0%,1.0%
BRIGHT BEGINNINGS SCHOOL #1,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,93,95.7%,4.3%,100.0%,89.2%,10.8%,100.0%,87.1%,12.9%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,95.7%,4.3%,100.0%,96.8%,3.2%,100.0%,15.1%,0.0%,2.2%
BULLHEAD CITY JR HIGH SCHOOL,1062 HANCOCK RD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,330,98.2%,0.9%,99.1%,98.5%,1.5%,100.0%,97.9%,1.5%,99.4%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,1.2%,0.6%,0.9%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,NO,,PUBLIC,60,90.0%,10.0%,100.0%,86.7%,8.3%,95.0%,86.7%,8.3%,95.0%,93.3%,6.7%,100.0%,91.7%,8.3%,100.0%,91.7%,6.7%,98.3%,91.7%,8.3%,100.0%,10.0%,0.0%,5.0%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,120,97.5%,2.5%,100.0%,90.0%,2.5%,100.0%,90.0%,2.5%,100.0%,97.5%,2.5%,100.0%,99.2%,0.8%,100.0%,100.0%,0.0%,100.0%,99.2%,0.8%,100.0%,2.5%,0.0%,2.5%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,77,97.4%,1.3%,98.7%,87.0%,1.3%,88.3%,87.0%,1.3%,88.3%,97.4%,1.3%,98.7%,97.4%,1.3%,98.7%,97.4%,1.3%,98.7%,97.4%,1.3%,98.7%,1.3%,0.0%,1.3%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,104,100.0%,0.0%,100.0%,89.4%,0.0%,89.4%,90.4%,0.0%,90.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,72,97.2%,0.0%,97.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C O GREENFIELD SCHOOL,7009 S 10TH ST,PHOENIX,MARICOPA,85042,NO,,PUBLIC,127,97.6%,2.4%,100.0%,100.0%,0.0%,100.0%,95.3%,3.1%,100.0%,97.6%,2.4%,100.0%,99.2%,0.0%,99.2%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,3.1%,0.8%,0.0%
CACTUS MIDDLE SCHOOL,1220 E KORTSEN RD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,273,96.3%,3.7%,100.0%,95.2%,3.3%,99.6%,94.5%,3.7%,99.6%,96.3%,3.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,97.1%,2.9%,100.0%,3.7%,0.4%,2.6%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,127,97.6%,2.4%,100.0%,96.1%,3.1%,100.0%,94.5%,4.7%,100.0%,97.6%,2.4%,100.0%,96.9%,3.1%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,5.5%,0.0%,2.4%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,73,95.9%,2.7%,98.6%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,128,98.4%,0.0%,99.2%,95.3%,0.0%,95.3%,95.3%,0.0%,95.3%,99.2%,0.0%,100.0%,99.2%,0.0%,100.0%,99.2%,0.0%,100.0%,99.2%,0.0%,99.2%,0.0%,0.0%,0.0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,42,90.5%,9.5%,100.0%,73.8%,11.9%,85.7%,71.4%,11.9%,83.3%,90.5%,9.5%,100.0%,88.1%,9.5%,97.6%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,11.9%,0.0%,9.5%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,23,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,87.0%,13.0%,100.0%,13.0%,0.0%,13.0%
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,68,100.0%,0.0%,100.0%,92.6%,1.5%,94.1%,92.6%,1.5%,94.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,140,92.1%,7.9%,100.0%,70.0%,7.1%,77.1%,67.9%,5.0%,72.9%,90.7%,7.9%,98.6%,90.7%,7.9%,98.6%,94.3%,5.7%,100.0%,95.0%,4.3%,99.3%,9.3%,0.0%,2.1%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,107,99.1%,0.9%,100.0%,86.9%,2.8%,89.7%,86.0%,2.8%,88.8%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,2.8%,0.9%,2.8%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,67,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,7.5%,0.0%,7.5%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,94,97.9%,2.1%,100.0%,93.6%,3.2%,98.9%,92.6%,4.3%,98.9%,96.8%,3.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,5.3%,0.0%,2.1%
CANYON DE CHELLY ELEMENTARY SCHOOL,HWY 191,CHINLE,APACHE,86503,NO,,PUBLIC,48,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,93.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,37,97.3%,2.7%,100.0%,86.5%,8.1%,97.3%,83.8%,10.8%,97.3%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,10.8%,2.7%,2.7%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,111,97.3%,2.7%,100.0%,93.7%,6.3%,100.0%,92.8%,7.2%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,95.5%,4.5%,100.0%,98.2%,1.8%,100.0%,9.0%,0.9%,1.8%
