SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
BASHA HIGH SCHOOL,5990 S VAL VISTA DR,CHANDLER,MARICOPA,85249,YES,RN,PUBLIC,79,96%,4%,100%,85%,8%,100%,85%,8%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,8%,0%,3%
BASIS - AHWATUKEE,10210 S 50TH PL,PHOENIX,MARICOPA,85044,NO,,CHARTER,136,93%,7%,100%,90%,10%,100%,88%,10%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,92%,8%,100%,16%,0%,4%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,YES,RN,CHARTER,95,94%,6%,100%,88%,9%,100%,87%,11%,100%,93%,7%,100%,94%,6%,100%,92%,8%,100%,91%,9%,100%,15%,0%,6%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,87,91%,9%,100%,77%,15%,100%,76%,15%,98%,89%,11%,100%,90%,9%,100%,89%,11%,100%,92%,8%,100%,17%,1%,8%
BASIS - ORO VALLEY,11155 N ORACLE RD,ORO VALLEY,PIMA,,NO,,CHARTER,129,96%,4%,100%,98%,0%,100%,91%,8%,100%,95%,5%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,8%,1%,4%
BASIS - PEORIA,9902 W YEARLING ROAD,PEORIA,MARICOPA,,NO,,CHARTER,190,97%,3%,100%,88%,7%,98%,88%,7%,98%,97%,3%,100%,98%,2%,100%,97%,3%,100%,98%,2%,100%,6%,0%,3%
BASIS - PHOENIX,13613 N CAVE CREEK ROAD,PHOENIX,MARICOPA,85022,NO,,CHARTER,149,99%,1%,100%,88%,7%,100%,84%,11%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,13%,0%,1%
BASIS - SCOTTSDALE,10400 N. 128TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,171,99%,1%,100%,94%,5%,100%,92%,6%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,98%,2%,100%,6%,0%,1%
BASIS - TUCSON NORTH,5740 E RIVER RD,TUCSON,PIMA,85750,NO,,CHARTER,164,98%,2%,100%,91%,4%,100%,90%,5%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,6%,2%,2%
BASIS GOODYEAR,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,97,98%,2%,100%,95%,4%,100%,96%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,0%,1%
BASIS PHOENIX CENTRAL PRIMARY,201 E INDIANOLA AVE,PHOENIX,MARICOPA,85012,NO,,CHARTER,56,96%,4%,100%,91%,9%,100%,89%,11%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,11%,0%,2%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,81,91%,9%,100%,68%,31%,100%,64%,36%,100%,86%,14%,100%,89%,11%,100%,90%,10%,100%,94%,6%,100%,42%,0%,5%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,29,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,7%,0%,0%
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,29,97%,3%,100%,59%,41%,100%,55%,45%,100%,97%,3%,100%,93%,7%,100%,97%,3%,100%,97%,3%,100%,41%,3%,3%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,50,96%,2%,98%,94%,4%,98%,94%,4%,98%,98%,2%,100%,96%,4%,100%,98%,2%,100%,100%,0%,100%,4%,0%,4%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,80,96%,3%,99%,96%,4%,100%,96%,4%,100%,98%,3%,100%,98%,3%,100%,100%,0%,100%,100%,0%,100%,5%,0%,1%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,41,98%,2%,100%,22%,7%,37%,22%,7%,37%,93%,7%,100%,85%,7%,98%,98%,2%,100%,93%,7%,100%,7%,0%,7%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,YES,RN,CHARTER,113,93%,7%,100%,82%,17%,100%,83%,16%,100%,93%,7%,100%,92%,8%,100%,89%,11%,100%,94%,6%,100%,20%,0%,4%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,72,92%,8%,100%,69%,26%,100%,71%,29%,100%,94%,6%,100%,94%,6%,100%,92%,8%,100%,93%,7%,100%,31%,3%,4%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,YES,RN,CHARTER,110,81%,19%,100%,64%,34%,99%,65%,35%,99%,81%,19%,100%,84%,16%,100%,83%,17%,100%,83%,17%,100%,36%,0%,15%
BENNETT ACADEMY,2930 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,39,95%,5%,100%,95%,5%,100%,92%,8%,100%,92%,5%,97%,95%,5%,100%,92%,5%,97%,95%,5%,100%,8%,3%,5%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,86,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BETHANY CHRISTIAN SCHOOL,6304 S PRICE RD,TEMPE,MARICOPA,85283,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BICENTENNIAL NORTH SCHOOL,7237 W MISSOURI AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,141,99%,1%,100%,93%,4%,100%,94%,4%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,4%,0%,1%
BILLY LANE LAUFFER MIDDLE SCHOOL,5385 E LITTLETOWN RD,TUCSON,PIMA,,YES,RN,PUBLIC,173,99%,1%,100%,98%,1%,100%,98%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,NO,,PUBLIC,54,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,100%,0%,100%,100%,0%,100%,6%,0%,6%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,90,90%,10%,100%,60%,12%,77%,63%,16%,80%,88%,12%,100%,90%,10%,100%,90%,10%,100%,90%,9%,99%,22%,0%,7%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,72,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
BLUE ELEMENTARY SCHOOL,80 TURKEY CREEK RD,BLUE,GREENLEE,85922,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,166,97%,3%,100%,93%,7%,100%,92%,8%,100%,95%,5%,100%,94%,6%,100%,94%,6%,100%,93%,7%,100%,10%,0%,5%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOOTH MAGNET ELEMENTARY SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,,YES,RN,PUBLIC,118,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,38,100%,0%,100%,97%,3%,100%,95%,3%,97%,100%,0%,100%,100%,0%,100%,97%,0%,97%,100%,0%,100%,3%,3%,0%
BOULDER CREEK ELEMENTARY,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,84,92%,8%,100%,86%,11%,100%,86%,11%,100%,92%,8%,100%,93%,7%,100%,92%,8%,100%,90%,10%,100%,11%,0%,7%
BOULDER CREEK ELEMENTARY SCHOOL,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,112,96%,4%,100%,94%,6%,100%,92%,8%,100%,96%,4%,100%,96%,4%,100%,94%,6%,100%,96%,4%,100%,7%,0%,3%
BOUSE ELEMENTARY SCHOOL,44936 JOSHUA DRIVE,BOUSE,LA PAZ,85325,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BOWIE ELEMENTARY SCHOOL,315 W 5TH ST,BOWIE,COCHISE,85605,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,108,98%,2%,100%,99%,1%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,98%,2%,100%,97%,3%,100%,6%,1%,2%
BRIDGES PRESCHOOL,1494 S GILBERT RD,GILBERT,MARICOPA,85233,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIGHT BEGINNINGS SCHOOL #1,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIGHTMONT ACADEMY - SCOTTSDALE,"6990 E SHEA BLVD, STE 120",SCOTTSDALE,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,103,100%,0%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,3%,0%,0%
BULLHEAD CITY JR HIGH SCHOOL,1062 HANCOCK RD,BULLHEAD CITY,MOHAVE,86442,YES,LPN,PUBLIC,287,99%,1%,100%,96%,1%,98%,96%,1%,98%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,2%,0%,1%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,NO,,PUBLIC,56,98%,2%,100%,95%,2%,96%,95%,2%,96%,98%,2%,100%,96%,4%,100%,95%,5%,100%,100%,0%,100%,4%,0%,0%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,111,100%,0%,100%,87%,1%,100%,86%,1%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,80,98%,3%,100%,81%,4%,85%,76%,6%,83%,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,8%,0%,3%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,94,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,55,98%,0%,100%,98%,0%,98%,96%,0%,96%,98%,0%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
C O GREENFIELD SCHOOL,7009 S 10TH ST,PHOENIX,MARICOPA,85042,NO,,PUBLIC,104,100%,0%,100%,100%,0%,100%,96%,0%,100%,98%,0%,98%,99%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
CACTUS MIDDLE SCHOOL,1220 E KORTSEN RD,CASA GRANDE,PINAL,85222,YES,RN,PUBLIC,277,97%,3%,100%,92%,3%,98%,91%,3%,98%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,3%,0%,3%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,87,97%,3%,100%,95%,3%,99%,95%,3%,99%,98%,2%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,6%,0%,0%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,65,95%,5%,100%,92%,8%,100%,92%,8%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,11%,2%,2%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,155,100%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,52,94%,4%,98%,92%,4%,96%,90%,2%,92%,96%,4%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,6%,0%,2%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CALVARY CHRISTIAN ACADEMY,1605 S MCCULLOCH BLVD,LAKE HAVASU CITY,MOHAVE,86406,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,66,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CAMELBACK DESERT SCHOOL,9606 E KALIL DR,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,124,89%,11%,100%,49%,13%,62%,46%,14%,60%,89%,11%,100%,88%,12%,100%,90%,10%,100%,90%,9%,99%,18%,1%,8%
CAMP VERDE UNITED CHRISTIAN SCHOOL,903 W FINNIE FLAT RD,CAMP VERDE,YAVAPAI,86322,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMPO BELLO ELEMENTARY SCHOOL,2650 E CONTENTION MINE RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,71,90%,1%,92%,97%,1%,99%,97%,1%,99%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,1%,0%,0%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,52,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,90%,10%,100%,10%,0%,10%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,95,97%,2%,99%,93%,2%,97%,92%,2%,96%,97%,2%,99%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,35,97%,3%,100%,86%,6%,91%,86%,6%,91%,97%,3%,100%,100%,0%,100%,97%,3%,100%,100%,0%,100%,6%,0%,0%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,41,93%,0%,100%,88%,7%,95%,88%,7%,95%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,118,96%,4%,100%,90%,6%,100%,92%,6%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,7%,2%,3%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,126,98%,2%,100%,94%,2%,98%,94%,2%,98%,98%,2%,100%,99%,1%,100%,98%,2%,100%,100%,0%,100%,4%,0%,0%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,114,100%,0%,100%,88%,9%,98%,86%,9%,96%,97%,3%,100%,96%,3%,99%,96%,4%,100%,97%,3%,100%,4%,0%,3%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,61,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CARDEN CHRISTIAN ACADEMY CENTRAL,2727 N SWAN RD,TUCSON,PIMA,85712,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARDEN OF TUCSON,5260 N ROYAL PALM DR,TUCSON,PIMA,85705,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAREER SUCCESS SCHOOL - SAGE CAMPUS,3120 N 32ND ST,PHOENIX,MARICOPA,85018,NO,,CHARTER,21,90%,10%,100%,90%,10%,100%,90%,10%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,10%,0%,10%
CARMICHAEL ELEMENTARY SCHOOL,701 NE CARMICHAEL AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,57,98%,2%,100%,100%,0%,100%,100%,0%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,2%,0%,0%
CAROL G. PECK ELEMENTARY SCHOOL,5810 N 49TH AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,81,77%,2%,79%,77%,2%,79%,77%,2%,79%,96%,2%,99%,96%,2%,99%,96%,2%,99%,96%,2%,99%,2%,0%,2%
CAROL RAE RANCH ELEMENTARY,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,92,95%,5%,100%,90%,9%,100%,90%,9%,100%,93%,7%,100%,93%,7%,100%,92%,8%,100%,93%,7%,100%,10%,0%,5%
CARPE DIEM COLLEGIATE E-LEARNING COMMUNITY,3777 W 22ND LN,YUMA,YUMA,85364,NO,,CHARTER,45,100%,0%,100%,100%,0%,100%,100%,0%,100%,98%,0%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CARRILLO INTERMEDIATE MAGNET SCHOOL,440 S MAIN AVE,TUCSON,PIMA,85701,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARRIZO MISSION SCHOOL,2000 S 351 RD,TEEC NOS POS,APACHE,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CARTWRIGHT ELEMENTARY SCHOOL,5833 W THOMAS RD,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,93,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CASA DEL NINO BILINGUAL MONTESSORI ELEMENTARY,2625 W QUEEN CREEK RD,CHANDLER,MARICOPA,85248,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CASAS CHRISTIAN SCHOOL,10801 N LA CHOLLA BLVD,TUCSON,PIMA,85742,NO,,PRIVATE,30,97%,3%,100%,83%,10%,97%,83%,10%,97%,93%,7%,100%,90%,7%,97%,97%,3%,100%,93%,7%,100%,10%,0%,3%
CASTLE DOME MIDDLE SCHOOL,2353 S OTONDO DR,YUMA,YUMA,85365,NO,,PUBLIC,284,99%,1%,100%,98%,2%,99%,97%,2%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,3%
CAURUS ACADEMY,41900 S 42ND AVE,PHOENIX,MARICOPA,85086,NO,,CHARTER,62,92%,5%,97%,94%,6%,100%,56%,6%,100%,89%,5%,94%,89%,5%,94%,89%,5%,94%,92%,5%,97%,6%,0%,5%
CEDAR HILLS SCHOOL,9501 NELLIE DR,KINGMAN,MOHAVE,86401,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,78,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,97%,3%,100%,3%,0%,1%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,128,94%,6%,100%,92%,7%,100%,91%,8%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,11%,0%,5%
CENTER FOR ACADEMIC SUCCESS #3,919 3RD ST,DOUGLAS,COCHISE,85607,NO,,CHARTER,62,100%,0%,100%,94%,0%,97%,87%,0%,90%,87%,0%,100%,97%,0%,100%,98%,0%,100%,94%,0%,94%,0%,0%,0%
CENTER FOR ACADEMIC SUCCESS #5,900 CARMELITA DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,55,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,32,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
CENTERRA MIRAGE ELEMENTARY,15151 WEST CENTERRA DRIVE SOUTH,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,66,97%,3%,100%,95%,5%,100%,95%,5%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,5%,0%,2%
CESAR CHAVEZ ELEMENTARY,1130 N 10TH AVE,SAN LUIS,YUMA,85349,YES,LPN,PUBLIC,119,100%,0%,100%,97%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CESAR E CHAVEZ COMMUNITY SCHOOL,4001 S 3RD ST,PHOENIX,MARICOPA,85040,NO,,PUBLIC,47,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,0%,6%
CHALLENGE CHARTER SCHOOL,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,38,92%,8%,100%,84%,16%,100%,82%,18%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,89%,11%,100%,18%,0%,8%
CHALLENGER BASIC SCHOOL,1315 N GREENFIELD RD,GILBERT,MARICOPA,85234,NO,,CHARTER,38,84%,16%,100%,84%,16%,100%,76%,24%,100%,84%,16%,100%,82%,18%,100%,87%,13%,100%,84%,16%,100%,24%,0%,13%
CHALLENGER MIDDLE SCHOOL,100 E ELVIRA RD,TUCSON,PIMA,85756,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
