SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL,Column1
"Freedom Academy, Inc",Charter,3916 E Paradise Ln.,Phoenix,Maricopa,85032,N,,46,91.30%,8.70%,100%,80.40%,19.60%,100%,80.40%,19.60%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,89.10%,8.70%,100%,19.60%,0.00%,0.00%,
Freedom Elementary School,Public,22150 W Sundance Pkwy ,Buckeye,Maricopa,85326,Y,LPN,93,97.80%,2.20%,100%,91.40%,4.30%,100%,92.50%,4.30%,98.90%,97.80%,1.10%,98.90%,97.80%,2.20%,100%,96.80%,3.20%,100%,84.90%,1.10%,100%,5.40%,1.10%,6.50%,
Frontier Elementary,Public,21258 N. 81st Ave.,Peoria,Maricopa,85382,Y,RN,100,100%,0.00%,100%,95.00%,5.00%,100%,95.00%,5.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,88.00%,0.00%,100%,4.00%,1.00%,0.00%,
Frye Elementary School,Public,801 East Frye Rd. ,Chandler,Maricopa,85225,N,,94,97.90%,2.10%,100%,90.40%,5.30%,100%,91.50%,7.40%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,97.90%,2.10%,100%,70.20%,2.10%,100%,7.40%,0.00%,2.10%,
Future Investment Middle School,Charter,1854 S Alvernon Way,Tucson,Pima,85711,N,,34,100%,0.00%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,2.90%,0.00%,
Gadsden Elementary School,Public,18745 Gadsden St. ,Gadsden,Yuma,85349,N,,69,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,91.30%,0.00%,100%,0.00%,0.00%,0.00%,
Gallego Intermediate Fine Arts,Public,3700 E Alvord  Rd. ,Tucson,Pima,85706,Y,RN,167,99.40%,0.60%,100%,98.80%,0.00%,100%,98.80%,0.60%,100%,99.40%,0.60%,100%,99.40%,0.60%,100%,99.40%,0.60%,100%,94.00%,0.60%,100%,0.60%,0.00%,0.00%,
Galveston Elementary School,Public,661 E. Galveston St.,Chandler,Maricopa,85225,N,,87,100%,0.00%,100%,94.30%,1.10%,95.40%,95.40%,1.10%,96.60%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,72.40%,0.00%,100%,1.10%,0.00%,0.00%,
Ganado Middle School,Public,Hwy 264,Ganado,Apache,86505,N,,109,100%,0.00%,100%,96.30%,0.00%,100%,96.30%,0.00%,98.20%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.20%,0.00%,100%,0.00%,0.00%,0.00%,
Garden Lakes Elementary School,Public,10825 W Garden Lakes Pkwy,Avondale,Maricopa,85323,Y,LPN,105,96.20%,3.80%,100%,92.40%,3.80%,100%,92.40%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,81.90%,3.80%,100%,5.70%,1.00%,3.80%,
Garfield School,Public,811 N 13th St. ,Phoenix,Maricopa,85006,Y,RN,82,93.90%,0.00%,93.90%,96.30%,1.20%,97.60%,97.60%,1.20%,98.80%,98.80%,0.00%,98.80%,100%,0.00%,100%,98.80%,0.00%,98.80%,89.00%,0.00%,98.80%,1.20%,0.00%,0.00%,
Gary A. Knox,Public,2926 S. 21st Dr.,Yuma,Yuma,85364,N,,92,98.90%,0.00%,98.90%,94.60%,0.00%,94.60%,94.60%,0.00%,94.60%,98.90%,0.00%,98.90%,100%,0.00%,100%,98.90%,0.00%,98.90%,98.90%,0.00%,98.90%,3.30%,0.00%,0.00%,
Gateway Academy,Private,9659 N Hayden Rd. ,Scottsdale,Maricopa,85258,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Gateway Pointe Elementary,Public,2069 S Delatorre Dr.,Higley,Maricopa,85236,N,,104,100%,0.00%,100%,98.10%,1.00%,100%,98.10%,1.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,84.60%,0.00%,100%,1.00%,0.00%,1.00%,
Gateway Polytechnic,Public,5149 South Signal Butte,Mesa,Maricopa,85212,N,,43,100%,0.00%,100%,97.70%,0.00%,97.70%,95.30%,0.00%,95.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,81.40%,0.00%,100%,0.00%,0.00%,0.00%,
Gateway School,Public,1100 N. 35th St. ,Phoenix,Maricopa,85008,Y,RN,88,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Gavilan Peak Elementary,Public,2701 W Memorial Dr.,Anthem,Maricopa,85086,Y,RN,96,99.00%,1.00%,100%,91.70%,6.30%,100%,92.70%,5.20%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,97.90%,2.10%,100%,87.50%,2.10%,100%,7.30%,1.00%,1.00%,
Gem Charter School,Charter,1704 N Center St. ,Mesa,Maricopa,85201,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
George Washington Carver Elementary Schoo,Public,1341 5th St. ,Yuma,Yuma,85364,Y,RN,67,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.50%,0.00%,98.50%,100%,0.00%,100%,97.00%,0.00%,100%,0.00%,0.00%,0.00%,
Gethsemane Lutheran Church And School,Private,1035 East Guadalupe Rd.,Tempe,Maricopa,85283,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Getz School,Public,625 W Cornell Dr.,Tempe,Maricopa,85283,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Gila Bend Unified Schools,Public,P.O. Box V,Gila Bend,Maricopa,85337,N,,31,100%,0.00%,100%,29.00%,0.00%,29.00%,35.50%,0.00%,35.50%,77.40%,0.00%,77.40%,90.30%,0.00%,90.30%,90.30%,0.00%,90.30%,90.30%,0.00%,90.30%,0.00%,0.00%,0.00%,
Gila Crossing Community School,Public,4408 W Pecos Rd. ,Laveen,Maricopa,85339,Y,RN,52,100%,0.00%,100%,96.20%,0.00%,96.20%,96.20%,0.00%,96.20%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.20%,0.00%,100%,0.00%,0.00%,0.00%,
Gila Vista Jr High School,Public,2245 Arizona Ave.,Yuma,Yuma,85365,N,,156,99.40%,0.00%,99.40%,96.20%,1.90%,98.70%,96.20%,1.30%,98.10%,100%,0.00%,100%,100%,0.00%,100%,99.40%,0.00%,99.40%,94.20%,0.00%,100%,1.90%,0.00%,0.00%,
Gilbert Arts Academy,Charter,862 E Elliot Rd. ,Gilbert,Maricopa,85234,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Gilbert Christian Elementary And Middle Sch,Private,1424 S Promenade Ln.,Gilbert,Maricopa,85296,N,,58,93.10%,6.90%,100%,93.10%,6.90%,100%,93.10%,6.90%,100%,91.40%,8.60%,100%,91.40%,8.60%,100%,91.40%,8.60%,100%,77.60%,6.90%,100%,8.60%,0.00%,6.90%,
Gilbert Elementary,Public,646 S. Cardinal St. ,Gilbert,Maricopa,85296,Y,RN,81,96.30%,3.70%,100%,92.60%,2.50%,95.10%,91.40%,2.50%,93.80%,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,71.60%,3.70%,100%,4.90%,0.00%,3.70%,
Gililland Middle School,Public,1025 S Beck Ave.,Tempe,Maricopa,85281,Y,RN,295,98.30%,1.70%,100%,94.90%,2.70%,100%,95.60%,4.10%,100%,98.60%,1.70%,100%,97.60%,2.40%,100%,98.60%,1.40%,100%,96.90%,2.00%,100%,3.70%,0.00%,1.40%,
Glendale American School,Public,8530 N 55th Ave.,Glendale,Maricopa,85302,Y,RN,83,100%,0.00%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,0.00%,98.80%,100%,0.00%,100%,98.80%,0.00%,98.80%,98.80%,0.00%,98.80%,1.20%,0.00%,0.00%,
Glendale Landmark Middle School,Public,5730 W Myrtle Ave.,Glendale,Maricopa,85301,N,,80,96.30%,0.00%,96.30%,97.50%,1.30%,100%,96.30%,2.50%,98.80%,96.30%,0.00%,96.30%,100%,0.00%,100%,97.50%,0.00%,97.50%,100%,0.00%,100%,1.30%,0.00%,0.00%,
Glenn F Burton School,Public,4801 W Maryland Ave.,Glendale,Maricopa,85301,Y,LPN,95,98.90%,0.00%,98.90%,89.50%,0.00%,89.50%,87.40%,0.00%,87.40%,98.90%,0.00%,98.90%,100%,0.00%,100%,97.90%,0.00%,97.90%,90.50%,0.00%,100%,0.00%,0.00%,0.00%,
Glenn L Downs Elementary,Public,3600 North 47th Ave.,Phoenix,Maricopa,85031,Y,RN,86,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,1.20%,0.00%,1.20%,
Glenview Adventist School,Private,6801 N 43rd Ave.,Phoenix,Maricopa,85019,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Gompers Private School,Private,6601 N 27th Ave.,Phoenix,Maricopa,95017,Y,LPN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Gowan Science Academy,Public,1590 Avenue C,Yuma,Yuma,85364,Y,RN,60,100%,0.00%,100%,98.30%,0.00%,98.30%,98.30%,1.70%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,1.70%,0.00%,0.00%,
Grace Community Christian School,Private,1200 E Southern Ave.,Tempe,Maricopa,85282,N,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Grace Fellowship Academy,Private,1330 N Miller Rd. ,Buckeye,Maricopa,85236,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Grace Lutheran School,Private,5600 W Palmaire Ave.,Glendale,Maricopa,85301,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Granada East School,Public,3022 W Campbell Ave. ,Phoenix,Maricopa,85017,Y,LPN,202,99.50%,0.50%,100%,99.00%,0.50%,99.50%,99.00%,0.50%,99.50%,99.50%,0.50%,100%,99.50%,0.50%,100%,99.50%,0.50%,100%,91.60%,0.50%,100%,0.50%,0.00%,0.50%,
Grand Canyon Prep,Charter,5301 S. Mcklintock,Tempe,Maricopa,85283,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Grand Canyon School,Public,P.O.box 519,Grand Canyon,Coconino,86023,N,,25,100%,0.00%,100%,28.00%,0.00%,40.00%,36.00%,0.00%,100%,96.00%,0.00%,96.00%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Granite Mountain,Public,1800 Williamson Valley Rd.,Prescott,Yavapai,86305,Y,RN,271,97.40%,1.80%,99.30%,83.40%,11.10%,96.70%,84.10%,12.20%,97.00%,97.80%,2.20%,100%,97.40%,2.60%,100%,98.20%,1.80%,100%,87.50%,0.40%,100%,11.40%,0.40%,1.10%,
Granvile Elementary,Public,5250 Stover Dr.,Prescott Valley,Yavapai,86314,Y,RN,64,95.30%,3.10%,98.40%,79.70%,7.80%,93.80%,79.70%,7.80%,93.80%,95.30%,3.10%,98.40%,95.30%,3.10%,98.40%,96.90%,3.10%,100%,73.40%,3.10%,100%,4.70%,0.00%,3.10%,
Grayhawk Elementary School,Public,7525 E Grayhawk Dr.,Scottsdale,Maricopa,85255,Y,RN,100,96.00%,3.00%,99.00%,83.00%,3.00%,86.00%,83.00%,3.00%,86.00%,96.00%,3.00%,99.00%,96.00%,3.00%,99.00%,96.00%,3.00%,99.00%,88.00%,0.00%,96.00%,2.00%,1.00%,0.00%,
Great Expectations Academy,Charter,1466 W Camino Antigua,Sahuarita,Pima,85629,N,,27,100%,0.00%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,81.50%,0.00%,100%,3.70%,0.00%,0.00%,
Great Hearts Academies - Glendale Prep,Charter,23276 N. 83rd Ave.,Peoria,Maricopa,85383,Y,RN,100,97.00%,3.00%,100%,94.00%,6.00%,100%,94.00%,6.00%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,93.00%,7.00%,100%,87.00%,3.00%,100%,12.00%,0.00%,3.00%,
Green Fields School,Private,6000 N. Camino De La Tierra,Tucson,Pima,85741,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Greenbrier Elementary,Public,6150 W Greenbriar Dr. ,Glendale,Maricopa,85308,Y,LPN,50,96.00%,4.00%,100%,94.00%,4.00%,98.00%,92.00%,4.00%,96.00%,92.00%,4.00%,96.00%,94.00%,4.00%,98.00%,96.00%,4.00%,100%,88.00%,4.00%,100%,4.00%,0.00%,4.00%,
Greenfield Elementary,Public,2550 East Elliot Rd.,Gilbert,Maricopa,85234,Y,RN,120,98.30%,1.70%,100%,93.30%,3.30%,100%,95.80%,3.30%,100%,98.30%,1.70%,100%,97.50%,2.50%,100%,98.30%,1.70%,100%,79.20%,0.80%,100%,5.00%,0.00%,0.80%,
Gridley Middle School,Public,350 S. Harrison Rd.,Tucson,Pima,85748,Y,RN,232,98.70%,1.30%,100%,98.30%,1.70%,100%,97.40%,2.20%,100%,99.10%,0.90%,100%,99.60%,0.40%,100%,99.60%,0.40%,100%,86.60%,0.90%,100%,2.60%,0.00%,0.00%,
Griffith Elementary School,Public,4505 E Palm Ln.,Phoenix,Maricopa,85008,N,,74,95.90%,1.40%,97.30%,90.50%,1.40%,100%,87.80%,1.40%,97.30%,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,77.00%,1.40%,97.30%,1.40%,0.00%,1.40%,
H L Suverkrup Elementary School,Public,1590 Avenue C,Yuma,Yuma,85364,N,,68,100%,0.00%,100%,98.50%,1.50%,100%,98.50%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.60%,0.00%,100%,1.50%,0.00%,1.50%,
Hale Elementary School,Public,1425 N 23rd St. ,Mesa,Maricopa,85213,Y,RN,112,97.30%,2.70%,100%,95.50%,2.70%,100%,94.60%,3.60%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,75.90%,2.70%,100%,3.60%,0.00%,2.70%,
Haley Elementary,Public,3401 S Layton Lakes Blvd. ,Chandler,Maricopa,85297,N,,107,94.40%,5.60%,100%,88.80%,9.30%,100%,88.80%,9.30%,100%,93.50%,6.50%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,13.10%,0.90%,0.00%,
Happy Valley School,Charter,7140 W Happy Valley Rd. ,Peoria,Maricopa,85383,Y,RN,51,92.20%,7.80%,100%,82.40%,11.80%,100%,82.40%,13.70%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,66.70%,3.90%,100%,15.70%,0.00%,3.90%,
Happy Valley School - East Campus,Charter,266 E Westbrooke Rd. ,San Tan Valley,Pinal,85140,N,,27,96.30%,3.70%,100%,92.60%,7.40%,100%,85.20%,14.80%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,92.60%,3.70%,100%,18.50%,0.00%,0.00%,
Harelson Elementary,Public,826 W Chapala Dr. ,Tucson,Pima,85704,N,,62,96.80%,3.20%,100%,95.20%,4.80%,100%,90.30%,9.70%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,64.50%,3.20%,100%,9.70%,9.70%,3.20%,
Harold W Smith School,Public,6534 N. 63rd. Ave.,Glendale,Maricopa,85301,Y,LPN,85,98.80%,0.00%,98.80%,98.80%,0.00%,98.80%,98.80%,0.00%,98.80%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,81.20%,0.00%,100%,0.00%,0.00%,0.00%,
Harris Elementary School,Public,1820 S Harris Dr.,Mesa,Maricopa,85204,Y,RN,58,96.60%,3.40%,100%,91.40%,1.70%,100%,94.80%,5.20%,100%,96.60%,3.40%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,79.30%,1.70%,100%,6.90%,0.00%,1.70%,
Hartford Sylvia Encinas Elementary School,Public,700 N Hartford St. ,Chandler,Maricopa,85225,N,,102,99.00%,1.00%,100%,98.00%,1.00%,100%,99.00%,1.00%,100%,99.00%,1.00%,100%,100%,0.00%,100%,100%,0.00%,100%,64.70%,0.00%,100%,1.00%,0.00%,0.00%,
Harvest Preparatory Academy,Charter,350 East 18th St. ,Yuma,Yuma,85364,N,,86,100%,0.00%,100%,98.80%,0.00%,100%,98.80%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,88.40%,0.00%,100%,0.00%,0.00%,0.00%,
Harvest Preparatory Academy - Goodyear,Charter,14900 W Van Buren St. ,Goodyear,Maricopa,85338,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Harvest Preparatory Academy - San Luis,Charter,1044 N 10th Ave.,San Luis,Yuma,85364,N,,57,100%,0.00%,100%,96.50%,0.00%,100%,96.50%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,82.50%,0.00%,100%,0.00%,0.00%,0.00%,
Havasu Preparatory Academy,Charter,3155 Maricopa Ave.,Lake Havasu City,Mohave,86406,N,,30,100%,0.00%,100%,86.70%,6.70%,93.30%,86.70%,10.00%,96.70%,96.70%,3.30%,100%,96.70%,3.30%,100%,100%,0.00%,100%,80.00%,0.00%,100%,10.00%,0.00%,0.00%,
Havasupai Elementary,Public,880 Cashmere Dr.,Lake Havasu City,Mohave,86404,Y,RN,66,98.50%,0.00%,98.50%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,77.30%,0.00%,100%,0.00%,0.00%,0.00%,
Haven Montessori Charter School,Charter,621 W Clay Ave.,Flagstaff,Coconino,86001,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Hawthorne Elementary School,Public,630 N Hunt Dr.,Mesa,Maricopa,85203,Y,RN,65,93.80%,3.10%,96.90%,96.90%,1.50%,100%,96.90%,0.00%,100%,95.40%,4.60%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,80.00%,0.00%,100%,6.20%,0.00%,0.00%,
Hearn Academy A-ball Charter School,Charter,17606 N 7th Ave.,Phoenix,Maricopa,85022,Y,RN,69,100%,0.00%,100%,94.20%,4.30%,100%,94.20%,4.30%,100%,100%,0.00%,100%,100%,0.00%,100%,97.10%,2.90%,100%,82.60%,1.40%,100%,5.80%,0.00%,0.00%,
Heartland Ranch Elementary School,Public,1600 W Caroline St. ,Coolidge,Pinal,85128,Y,RN,78,98.70%,1.30%,100%,97.40%,1.30%,98.70%,97.40%,1.30%,98.70%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,83.30%,1.30%,100%,1.30%,0.00%,1.30%,
Heritage Elementary School - East Campus,Charter,6805 N 125th Ave.,Glendale,Maricopa,85307,N,,82,93.90%,6.10%,100%,90.20%,4.90%,100%,90.20%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,95.10%,4.90%,100%,86.60%,4.90%,100%,4.90%,0.00%,0.00%,
Heritage Elementary School - Glendale,Public,5312 W Mountain View Rd. ,Glendale,Maricopa,85302,Y,LPN,74,97.30%,2.70%,100%,95.90%,4.10%,100%,95.90%,4.10%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,93.20%,6.80%,100%,83.80%,2.70%,100%,9.50%,1.40%,9.50%,
Heritage Elementary School - Williams,Charter,790 E Rodeo Rd. ,Williams,Coconino,85307,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Heritage Middle School,Public,1076 N Road One West,Chino Valley,Yavapai,86323,Y,RN,206,97.60%,2.40%,100%,70.90%,28.60%,100%,70.90%,28.60%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,95.10%,4.90%,100%,82.00%,3.40%,100%,12.10%,0.00%,0.00%,
Hermosa Montessori Charter,Charter,12051 E Fort Lowell Rd. ,Tucson,Pima,85749,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Hermosa Vista Elementary School,Public,2626 N 24th St. ,Mesa,Maricopa,85213,Y,RN,114,100%,0.00%,100%,91.20%,8.80%,100%,92.10%,7.90%,100%,98.20%,1.80%,100%,99.10%,0.90%,100%,100%,0.00%,100%,78.90%,0.00%,100%,10.50%,0.90%,0.00%,
Hidden Hills Elementary School,Public,1919 East Sharon Dr.,Phoenix,Maricopa,85022,Y,RN,67,94.00%,3.00%,97.00%,95.50%,4.50%,100%,95.50%,4.50%,100%,97.00%,3.00%,100%,95.50%,3.00%,98.50%,95.50%,3.00%,98.50%,88.10%,3.00%,100%,4.50%,0.00%,0.00%,
High Desert Middle School,Private,4000 High Desert Dr. ,Globe,Gila,85501,N,,111,98.20%,1.80%,100%,90.10%,0.00%,91.00%,90.10%,9.00%,100%,98.20%,1.80%,100%,98.20%,1.80%,100%,98.20%,1.80%,100%,98.20%,1.80%,100%,1.80%,0.00%,1.80%,
Highland Elementary School,Public,3042 E Adobe St. ,Mesa,Maricopa,85213,Y,RN,126,98.40%,1.60%,100%,91.30%,7.90%,100%,91.30%,7.90%,100%,97.60%,2.40%,100%,96.00%,4.00%,100%,97.60%,2.40%,100%,84.10%,0.00%,100%,8.70%,1.60%,0.00%,
Highland Free School,Charter,510 South Highland Ave.,Tucson,Pima,85719,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Highland Lakes School,Public,19000 N. 63rd Ave.,Glendale,Maricopa,85308,Y,RN,110,98.20%,1.80%,100%,94.50%,4.50%,100%,94.50%,4.50%,100%,97.30%,2.70%,100%,96.40%,3.60%,100%,97.30%,2.70%,100%,91.80%,2.70%,100%,5.50%,0.00%,1.80%,
Higley Traditional Academy,Public,3391 E Vest Ave.,Higley,Maricopa,85236,N,,84,97.60%,2.40%,100%,97.60%,0.00%,100%,97.60%,2.40%,100%,96.40%,3.60%,100%,97.60%,2.40%,100%,97.60%,2.40%,100%,83.30%,2.40%,100%,3.60%,0.00%,2.40%,
Hillcrest Academy,Charter,3761 S Power Rd. ,Mesa,Maricopa,85212,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Hillside Elementary School,Public,Hc01 Box 3056,Bagdad,Yuma,86321,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Hi-star Center For Children,Private,P.O. Box 6466 ,Phoenix,Maricopa,85019,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Holbrook Junior High School,Public,P. O. Box 640,Holbrook,Navajo,86025,Y,RN,83,98.80%,1.20%,100%,95.20%,4.80%,100%,96.40%,3.60%,100%,97.60%,2.40%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,85.50%,2.40%,100%,4.80%,0.00%,1.20%,
Hollinger,Public,150 West Ajo Way,Tucson,Pima,85713,Y,RN,50,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.00%,0.00%,100%,0.00%,0.00%,0.00%,
Holmes Elementary School,Public,948 S Horne,Mesa,Maricopa,85204,Y,RN,83,98.80%,0.00%,98.80%,98.80%,0.00%,98.80%,97.60%,0.00%,97.60%,98.80%,0.00%,98.80%,100%,0.00%,100%,98.80%,0.00%,98.80%,78.30%,0.00%,100%,0.00%,0.00%,0.00%,
Holsteiner Agricultural School,Charter,44400 W Honeycutt Rd.  #105,Maricopa,Pinal,85138,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
