,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,exempt_tdap
2900,LONE MOUNTAIN ELEMENTARY SCHOOL,PUBLIC,5250 E MONTGOMERY RD,CAVE CREEK,MARICOPA,85331.0,NO,96,80%,93%,93%,97%,94%,8%,6%,6%,3%,5%,2017,
2901,LONGFELLOW ELEMENTARY SCHOOL,PUBLIC,345 S HALL ST,MESA,MARICOPA,85204.0,YES,78,99%,100%,100%,100%,100%,1%,0%,0%,0%,0%,2017,
2902,LONGVIEW ELEMENTARY SCHOOL,PUBLIC,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014.0,YES,92,97%,97%,98%,97%,98%,2%,2%,2%,2%,2%,2017,
2903,LOOKOUT MOUNTAIN SCHOOL,PUBLIC,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023.0,NO,147,96%,99%,98%,99%,99%,4%,1%,2%,1%,1%,2017,
2904,LORETTO CATHOLIC SCHOOL,PRIVATE,1200 14TH ST,DOUGLAS,COCHISE,85607.0,NO,36,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2905,LOS AMIGOS ELEMENTARY SCHOOL,PUBLIC,2200 E DREXEL RD,TUCSON,PIMA,85706.0,YES,97,98%,100%,100%,99%,100%,0%,0%,0%,0%,0%,2017,
2906,LOS NINOS ELEMENTARY SCHOOL,PUBLIC,5445 S ALVERNON WAY,TUCSON,PIMA,85706.0,YES,63,98%,100%,98%,98%,98%,2%,0%,2%,2%,2%,2017,
2907,LOWELL ELEMENTARY SCHOOL,PUBLIC,920 E BROADWAY RD,MESA,MARICOPA,85204.0,YES,87,99%,100%,99%,100%,100%,1%,0%,1%,0%,0%,2017,
2908,LOWELL SCHOOL,PUBLIC,1121 S 3RD AVE,PHOENIX,MARICOPA,85003.0,YES,56,95%,98%,98%,100%,98%,0%,0%,0%,0%,0%,2017,
2909,LUKE ELEMENTARY SCHOOL,PUBLIC,7300 N DYSART RD,GLENDALE,MARICOPA,85307.0,YES,83,90%,99%,99%,98%,99%,6%,1%,1%,1%,1%,2017,
2910,MADISON #1 ELEMENTARY SCHOOL,PUBLIC,5525 N 16TH ST,PHOENIX,MARICOPA,85016.0,YES,270,94%,95%,95%,95%,95%,5%,5%,5%,5%,5%,2017,
2911,MADISON ELEMENTARY SCHOOL,PUBLIC,849 S SUNNYVALE,MESA,MARICOPA,85206.0,YES,60,92%,97%,92%,97%,95%,7%,3%,8%,3%,5%,2017,
2912,MADISON MEADOWS SCHOOL,PUBLIC,225 W OCOTILLO RD,PHOENIX,MARICOPA,85013.0,YES,204,62%,94%,94%,93%,94%,6%,6%,6%,7%,6%,2017,
2913,MADISON PARK SCHOOL,CHARTER,1431 E CAMPBELL AVE,PHOENIX,MARICOPA,,NO,100,92%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2914,MADISON TRADITIONAL ACADEMY,PUBLIC,5525 N 16TH ST,PHOENIX,MARICOPA,85014.0,NO,97,94%,98%,98%,100%,100%,4%,2%,2%,0%,0%,2017,
2915,MAGEE MIDDLE SCHOOL,PUBLIC,8300 E SPEEDWAY BLVD,TUCSON,PIMA,85710.0,YES,185,96%,99%,99%,99%,98%,3%,1%,1%,1%,2%,2017,
2916,MAGMA RANCH K-8 SCHOOL,PUBLIC,10980 E DESERT MOUNTAIN BLVD,FLORENCE,PINAL,85232.0,NO,90,54%,97%,98%,99%,98%,0%,1%,1%,1%,1%,2017,
2917,MAGNET TRADITIONAL SCHOOL,PUBLIC,2602 N 23RD AVE,PHOENIX,MARICOPA,85009.0,YES,58,97%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2918,MAIE BARTLETT HEARD SCHOOL,PUBLIC,2301 W THOMAS RD,PHOENIX,MARICOPA,85015.0,YES,87,91%,97%,97%,97%,98%,2%,2%,2%,2%,2%,2017,
2919,MAINE CONSOLIDATED SCHOOL,PUBLIC,10 SPRING VALLEY RD,PARKS,COCONINO,86018.0,NO,< 20 ,,,,,,,,,,,2017,
2920,MANSFELD MIDDLE SCHOOL,PUBLIC,1300 E 6TH ST,TUCSON,PIMA,85719.0,YES,337,97%,99%,99%,99%,99%,2%,1%,1%,1%,1%,2017,
2921,"MANY FARMS COMMUNITY SCHOOL, INC",PUBLIC,HWY 191,MANY FARMS,APACHE,86538.0,NO,38,95%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2922,MANY FARMS PUBLIC SCHOOL,PUBLIC,HWY 191,CHINLE,APACHE,86538.0,YES,54,96%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2923,MANZANITA ELEMENTARY SCHOOL,PUBLIC,8430 N 39TH AVE,PHOENIX,MARICOPA,85051.0,NO,108,97%,98%,98%,98%,98%,2%,2%,2%,2%,2%,2017,
2924,MARC T ATKINSON MIDDLE SCHOOL,PUBLIC,4315 N MARYVALE PKWY,PHOENIX,MARICOPA,85031.0,YES,422,97%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2925,MARICOPA WELLS MIDDLE SCHOOL,PUBLIC,45012 W HONEYCUTT AVE,MARICOPA,PINAL,85239.0,YES,262,92%,99%,99%,99%,99%,3%,1%,1%,1%,1%,2017,
2926,MARILYN THIELE WILSON SCHOOL,PUBLIC,5619 E GLADE AVE,MESA,MARICOPA,85206.0,YES,87,92%,100%,100%,100%,99%,1%,0%,0%,0%,1%,2017,
2927,MARIONNEAUX ELEMENTARY SCHOOL,PUBLIC,21455 W ROESER RD,BUCKEYE,MARICOPA,85326.0,YES,88,86%,95%,95%,94%,93%,14%,5%,5%,6%,7%,2017,
2928,MARJORIE W ESTES ELEMENTARY SCHOOL,PUBLIC,11280 W GRIER RD,MARANA,PIMA,85658.0,YES,64,97%,98%,98%,97%,98%,2%,2%,2%,3%,2%,2017,
2929,MARLEY PARK ELEMENTARY,PUBLIC,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379.0,YES,144,83%,96%,94%,95%,97%,7%,3%,3%,3%,3%,2017,
2930,MARSHALL HUMPHREY II ELEMENTARY SCHOOL,PUBLIC,125 S 132ND ST,CHANDLER,MARICOPA,85225.0,NO,92,88%,98%,97%,98%,98%,10%,2%,3%,2%,2%,2017,
2931,MARSHALL RANCH ELEMENTARY SCHOOL,PUBLIC,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304.0,YES,84,99%,99%,99%,100%,100%,0%,1%,1%,0%,0%,2017,
2932,MARY BELLE MCCORKLE,PUBLIC,4455 S MISSION RD,TUCSON,PIMA,85746.0,YES,117,99%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2933,MARY C O'BRIEN ELEMENTARY SCHOOL,PUBLIC,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85294.0,YES,< 20 ,,,,,,,,,,,2017,
2934,MARYLAND ELEMENTARY SCHOOL,PUBLIC,6503 N 21ST AVE,PHOENIX,MARICOPA,85015.0,NO,83,100%,98%,99%,98%,100%,0%,1%,1%,1%,0%,2017,
2935,MARYVALE PREPARATORY ACADEMY,CHARTER,6301 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033.0,NO,52,98%,98%,100%,98%,100%,2%,2%,0%,2%,0%,2017,
2936,MATH AND SCIENCE SUCCESS ACADEMY,CHARTER,434 W LERDO RD,TUCSON,PIMA,85756.0,NO,62,98%,100%,100%,100%,100%,2%,0%,0%,0%,0%,2017,
2937,MAURICE C CASH SCHOOL,PUBLIC,3851 W ROESER RD,PHOENIX,MARICOPA,85041.0,NO,99,95%,97%,100%,98%,100%,2%,3%,0%,2%,0%,2017,
2938,MAXINE O BUSH ELEMENTARY SCHOOL,PUBLIC,602 E SIESTA WAY,PHOENIX,MARICOPA,85042.0,YES,54,96%,100%,100%,100%,100%,2%,0%,0%,0%,0%,2017,
2939,MAYER ELEMENTARY SCHOOL,PUBLIC,12568 E MAIN ST,MAYER,YAVAPAI,86333.0,NO,41,85%,90%,90%,90%,90%,15%,10%,10%,10%,10%,2017,
2940,MELVIN E SINE SCHOOL,PUBLIC,4932 W MYRTLE AVE,GLENDALE,MARICOPA,85301.0,YES,81,98%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2941,MENDOZA ELEMENTARY SCHOOL,PUBLIC,5831 E MCLELLAN RD,MESA,MARICOPA,85205.0,YES,83,96%,95%,96%,99%,96%,4%,5%,4%,1%,4%,2017,
2942,MERCURY MINE ELEMENTARY SCHOOL,PUBLIC,9640 N 28TH ST,PHOENIX,MARICOPA,85028.0,YES,74,93%,91%,92%,95%,95%,5%,9%,8%,5%,5%,2017,
2943,MERIDIAN ELEMENTARY,PUBLIC,3900 S MOUNTAIN RD,MESA,MARICOPA,85212.0,YES,130,88%,94%,94%,92%,96%,8%,6%,6%,8%,4%,2017,
2944,MESA ACADEMY FOR ADVANCED STUDIES,PUBLIC,6919 E BROWN RD,MESA,MARICOPA,85207.0,YES,89,92%,96%,96%,97%,100%,6%,4%,4%,3%,0%,2017,
2945,MESA ARTS ACADEMY,CHARTER,221 W SIXTH AVE,MESA,MARICOPA,85210.0,NO,27,100%,96%,89%,93%,93%,0%,0%,0%,0%,0%,2017,
2946,MESA VIEW ELEMENTARY,PUBLIC,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503.0,NO,66,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2947,MESQUITE ELEMENTARY,PUBLIC,4451 W 28TH ST,YUMA,YUMA,85364.0,NO,104,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2948,MESQUITE ELEMENTARY SCHOOL,PUBLIC,1101 E MESQUITE ST,GILBERT,MARICOPA,85296.0,YES,96,91%,97%,97%,97%,99%,4%,3%,3%,3%,1%,2017,
2949,MEXICAYOTL CHARTER SCHOOL,CHARTER,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621.0,NO,21,95%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2950,MICHAEL ANDERSON SCHOOL,PUBLIC,45 S 3RD AVE,AVONDALE,MARICOPA,85323.0,YES,118,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2951,MILES-EXPLORATORY LEARNING CENTER,PUBLIC,1400 E BROADWAY BLVD,TUCSON,PIMA,85719.0,YES,37,95%,97%,100%,97%,100%,3%,3%,0%,3%,0%,2017,
2952,MILESTONES PRESCHOOL & CHARTER SCHOOL,CHARTER,4707 EAST ROBERT E LEE STREET,PHOENIX,MARICOPA,85032.0,NO,< 20 ,,,,,,,,,,,2017,
2953,MINGUS SPRINGS CHARTER SCHOOL,CHARTER,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323.0,NO,22,68%,91%,91%,91%,91%,27%,9%,9%,9%,9%,2017,
2954,MIRAGE ELEMENTARY SCHOOL,PUBLIC,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308.0,YES,54,93%,100%,98%,98%,98%,6%,0%,0%,2%,2%,2017,
2955,MISSION MANOR ELEMENTARY SCHOOL,PUBLIC,600 W SANTA ROSA ST,TUCSON,PIMA,85706.0,YES,100,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2956,MISSION MONTESSORI NORTH,CHARTER,9575 EAST LARKSPUR DRIVE,SCOTTSDALE,MARICOPA,85260.0,NO,34,41%,74%,79%,79%,79%,12%,12%,12%,12%,12%,2017,
2957,MOHAVE ACCELERATED LEARNING CENTER,CHARTER,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442.0,NO,85,99%,99%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2958,MOHAVE MIDDLE SCHOOL,PUBLIC,5520 N 86TH ST,SCOTTSDALE,MARICOPA,85250.0,YES,285,94%,96%,96%,96%,96%,6%,4%,4%,4%,4%,2017,
2959,MOHAVE VALLEY JUNIOR HIGH SCHOOL,PUBLIC,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,,NO,102,92%,99%,98%,98%,99%,2%,1%,1%,2%,1%,2017,
2960,MONTE VISTA ELEMENTARY SCHOOL,PUBLIC,3501 E OSBORN RD,PHOENIX,MARICOPA,85018.0,YES,92,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2961,MONTEBELLO SCHOOL,PUBLIC,5725 N 27TH AVE,PHOENIX,MARICOPA,85017.0,YES,169,97%,98%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2962,MONTESSORI ACADEMY,CHARTER,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253.0,NO,< 20 ,,,,,,,,,,,2017,
2963,MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - SWITZER,PUBLIC,850 N LOCUST ST,FLAGSTAFF,COCONINO,,NO,< 20 ,,,,,,,,,,,2017,
2964,MONTESSORI CHILDREN'S CENTRE,PRIVATE,2834 EAST SOUTHERN AVENUE,MESA,MARICOPA,85204.0,NO,< 20 ,,,,,,,,,,,2017,
2965,MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,CHARTER,9215 N 14TH ST,PHOENIX,MARICOPA,85020.0,NO,24,92%,92%,100%,100%,100%,8%,8%,0%,0%,0%,2017,
2966,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,CHARTER,815 N GILBERT RD,MESA,MARICOPA,85203.0,NO,< 20 ,,,,,,,,,,,2017,
2967,MOON MOUNTAIN SCHOOL,PUBLIC,13425 N 19TH AVE,PHOENIX,MARICOPA,85029.0,NO,92,93%,96%,96%,97%,97%,5%,4%,4%,3%,3%,2017,
2968,MORGAN MAXWELL SCHOOL,PUBLIC,2802 W ANKLAM RD,TUCSON,PIMA,85745.0,YES,46,93%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2969,MORRIS K. UDALL ESCUELA DE BELLAS ARTES,PUBLIC,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009.0,YES,252,96%,99%,100%,99%,100%,0%,0%,0%,0%,0%,2017,
2970,MORRISTOWN ELEMENTARY SCHOOL,PUBLIC,25950 W ROCKAWAY HILLS DR,MORRISTOWN,MARICOPA,85342.0,NO,< 20 ,,,,,,,,,,,2017,
2971,MOST HOLY TRINITY CATHOLIC SCHOOL,PRIVATE,535 E ALICE AVE,PHOENIX,MARICOPA,85020.0,YES,27,59%,93%,96%,96%,96%,4%,4%,4%,4%,4%,2017,
2972,MOUNT ELDEN MIDDLE SCHOOL,PUBLIC,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004.0,YES,286,96%,97%,97%,97%,100%,2%,3%,3%,3%,0%,2017,
2973,MOUNT TIPTON SCHOOL,PUBLIC,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441.0,YES,< 20 ,,,,,,,,,,,2017,
2974,MOUNTAIN CHRISTIAN SCHOOL,PRIVATE,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901.0,YES,< 20 ,,,,,,,,,,,2017,
2975,MOUNTAIN OAK CHARTER SCHOOL,CHARTER,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301.0,NO,22,14%,64%,59%,68%,68%,27%,27%,27%,27%,27%,2017,
2976,MOUNTAIN SHADOWS ELEMENTARY SCHOOL,PUBLIC,19602 N 45TH AVE,GLENDALE,MARICOPA,85308.0,NO,63,90%,95%,94%,94%,97%,10%,5%,6%,5%,3%,2017,
2977,MOUNTAIN VIEW ELEMENTARY SCHOOL,PUBLIC,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314.0,YES,67,96%,96%,96%,96%,96%,4%,4%,4%,4%,4%,2017,
2978,MOUNTAIN VIEW ELEMENTARY SCHOOL,PUBLIC,801 W PEORIA AVE,PHOENIX,MARICOPA,85029.0,NO,141,99%,99%,99%,100%,99%,1%,1%,1%,0%,1%,2017,
2979,MOUNTAIN VIEW PREPARATORY,PUBLIC,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326.0,YES,76,67%,86%,84%,84%,84%,18%,14%,16%,16%,16%,2017,
2980,MOUNTAIN VIEW SCHOOL,PUBLIC,18302 W BURTON AVE,WADDELL,MARICOPA,85355.0,NO,107,95%,100%,100%,99%,100%,5%,0%,0%,1%,0%,2017,
2981,MOUNTAIN VISTA SCHOOL,PRIVATE,2618 EL PASEO,ORACLE,PINAL,85623.0,NO,26,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
2982,MOUNTAINSIDE MIDDLE SCHOOL,PUBLIC,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259.0,YES,209,90%,97%,98%,98%,93%,6%,3%,2%,2%,7%,2017,
2983,NACO ELEMENTARY SCHOOL,PUBLIC,1911 W VALENZUELA ST,NACO,COCHISE,,NO,35,97%,97%,94%,100%,97%,0%,0%,0%,0%,0%,2017,
2984,NADABURG ELEMENTARY SCHOOL,PUBLIC,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361.0,NO,30,87%,87%,87%,87%,87%,13%,13%,13%,13%,13%,2017,
2985,NAUTILUS ELEMENTARY SCHOOL,PUBLIC,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404.0,YES,51,94%,96%,96%,98%,96%,2%,4%,4%,2%,4%,2017,
2986,NAVARRETE ELEMENTARY,PUBLIC,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249.0,NO,126,89%,98%,98%,98%,98%,10%,2%,2%,2%,2%,2017,
2987,NAYLOR MIDDLE SCHOOL,PUBLIC,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711.0,YES,107,90%,99%,100%,99%,100%,1%,1%,0%,1%,0%,2017,
2988,NEELY TRADITIONAL ACADEMY,PUBLIC,321 W JUNIPER AVE,GILBERT,MARICOPA,85233.0,NO,100,90%,96%,98%,97%,95%,2%,4%,2%,3%,5%,2017,
2989,NEW HORIZON SCHOOL FOR THE PERFORMING ART,CHARTER,446 E BROADWAY RD,MESA,MARICOPA,85204.0,NO,< 20 ,,,,,,,,,,,2017,
2990,NEW RIVER ELEMENTARY SCHOOL,PUBLIC,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087.0,YES,29,90%,97%,97%,97%,97%,7%,3%,3%,3%,3%,2017,
2991,NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,CHARTER,1216 E APACHE BLVD,TEMPE,MARICOPA,,NO,< 20 ,,,,,,,,,,,2017,
2992,NEW VISTAS ACADEMY,PRIVATE,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225.0,NO,< 20 ,,,,,,,,,,,2017,
2993,NEW WAY ACADEMY,PRIVATE,5048 E OAK ST,PHOENIX,MARICOPA,85008.0,NO,36,78%,81%,81%,81%,81%,11%,11%,11%,11%,11%,2017,
2994,NEW WORLD EDUCATIONAL CENTER,CHARTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014.0,NO,32,97%,97%,97%,97%,97%,3%,3%,3%,3%,3%,2017,
2995,NEWELL BARNEY MIDDLE SCHOOL,PUBLIC,24937 S SOSSAMAN RD,QUEEN CREEK,MARICOPA,85242.0,YES,241,92%,95%,95%,96%,96%,7%,5%,5%,4%,4%,2017,
2996,NOAH WEBSTER SCHOOLS-- MESA,CHARTER,7301 EAST BASELINE ROAD,MESA,MARICOPA,85209.0,NO,124,90%,97%,96%,97%,97%,10%,2%,4%,3%,3%,2017,
2997,NOAH WEBSTER SCHOOLS-PIMA,CHARTER,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250.0,NO,32,88%,97%,100%,100%,100%,13%,3%,0%,0%,0%,2017,
2998,NORTERRA CANYON K-8,PUBLIC,2200 W MAYA WAY,PHOENIX,MARICOPA,85085.0,YES,104,90%,94%,93%,95%,96%,9%,6%,7%,5%,4%,2017,
2999,NORTH RANCH ELEMENTARY SCHOOL,PUBLIC,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254.0,YES,70,96%,96%,94%,97%,97%,4%,4%,6%,3%,3%,2017,
3000,NORTH VALLEY CHRISTIAN ACADEMY,PRIVATE,33655 N. 27TH DR.,PHOENIX,MARICOPA,85085.0,YES,< 20 ,,,,,,,,,,,2017,
3001,NORTHLAND PREPARATORY ACADEMY,CHARTER,3300 E SPARROW AVE,FLAGSTAFF,COCONINO,86004.0,NO,102,78%,95%,96%,92%,94%,5%,5%,4%,8%,6%,2017,
3002,NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,PRIVATE,16615 N 43RD AVE,PHOENIX,MARICOPA,,YES,104,85%,90%,90%,91%,92%,14%,10%,10%,9%,8%,2017,
3003,OAK CREEK SCHOOL,PUBLIC,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325.0,NO,26,81%,100%,100%,100%,100%,8%,0%,0%,0%,0%,2017,
3004,OASIS ELEMENTARY SCHOOL,PUBLIC,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381.0,YES,92,95%,98%,98%,100%,99%,5%,2%,2%,0%,1%,2017,
3005,OCOTILLO SCHOOL,PUBLIC,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017.0,NO,105,96%,99%,99%,100%,100%,2%,1%,1%,0%,0%,2017,
3006,OLD VAIL MIDDLE SCHOOL,PUBLIC,13299 E COLOSSAL CAVE RD,VAIL,PIMA,85641.0,NO,257,95%,96%,96%,95%,97%,5%,4%,4%,5%,3%,2017,
3007,OMEGA ALPHA ACADEMY SCHOOL,CHARTER,1402 SAN ANTONIO AVE,DOUGLAS,COCHISE,85607.0,NO,< 20 ,,,,,,,,,,,2017,
3008,OPEN DOORS COMMUNITY SCHOOL,PUBLIC,13644 N. SANDARIO RD,MARANA,PIMA,85653.0,NO,< 20 ,,,,,,,,,,,2017,
3009,ORANGE GROVE MIDDLE SCHOOL,PUBLIC,1911 E ORANGE GROVE RD,TUCSON,PIMA,85718.0,YES,231,94%,98%,98%,98%,98%,5%,2%,2%,2%,2%,2017,
3010,ORANGEWOOD ELEMENTARY SCHOOL,PUBLIC,7337 N 19TH AVE,PHOENIX,MARICOPA,85021.0,NO,134,98%,99%,99%,100%,100%,2%,1%,1%,0%,0%,2017,
3011,ORO GRANDE ELEMENTARY SCHOOL,PUBLIC,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406.0,NO,50,100%,98%,98%,98%,98%,0%,2%,2%,2%,2%,2017,
3012,OUR LADY OF LOURDES ACADEMY,PRIVATE,555 PATAGONIA RD,NOGALES,SANTA CRUZ,,NO,30,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
3013,OUR LADY OF MOUNT CARMEL SCHOOL,PRIVATE,2117 S RURAL RD,TEMPE,MARICOPA,85282.0,YES,38,95%,100%,100%,100%,100%,3%,0%,0%,0%,0%,2017,
3014,OUR LADY OF PERPETUAL HELP SCHOOL,PRIVATE,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301.0,NO,27,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
3015,OUR LADY OF PERPETUAL HELP SCHOOL,PRIVATE,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251.0,NO,50,90%,92%,92%,92%,92%,10%,8%,8%,8%,8%,2017,
3016,OUR MOTHER OF SORROWS SCHOOL,PRIVATE,1800 S KOLB RD,TUCSON,PIMA,85710.0,NO,47,98%,98%,98%,98%,98%,2%,2%,2%,2%,2%,2017,
3017,P.E.S.D.#1 - SHAW MONTESSORI SCHOOL,PUBLIC,123 NORTH 13TH STREET,PHOENIX,MARICOPA,85034.0,YES,25,88%,88%,84%,88%,100%,12%,12%,16%,12%,0%,2017,
3018,PAINTED DESERT MONTESSORI,CHARTER,4200 S 247TH AVE,BUCKEYE,MARICOPA,85326.0,NO,49,90%,67%,82%,88%,84%,10%,10%,10%,10%,10%,2017,
3019,PALOMINAS ELEMENTARY SCHOOL,PUBLIC,10385 E HWY 92,HEREFORD,COCHISE,85615.0,YES,66,97%,100%,100%,100%,98%,3%,0%,0%,0%,2%,2017,
3020,PALOMINO INTERMEDIATE SCHOOL,PUBLIC,15815 N 29TH ST,PHOENIX,MARICOPA,85032.0,YES,163,99%,98%,98%,99%,99%,1%,1%,1%,1%,1%,2017,
3021,PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,CHARTER,3001 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85017.0,NO,72,99%,99%,97%,100%,100%,0%,0%,0%,0%,0%,2017,
3022,PAPAGO SCHOOL,PUBLIC,2013 N 36TH ST,PHOENIX,MARICOPA,85008.0,YES,96,94%,100%,100%,99%,100%,1%,0%,0%,0%,0%,2017,
3023,PARADISE HONORS ELEMENTARY SCHOOL,CHARTER,15533 W PARADISE LN,SURPRISE,MARICOPA,85374.0,YES,213,91%,95%,95%,95%,95%,8%,5%,5%,5%,5%,2017,
3024,PARADISE VALLEY CHRISTIAN PREPARATORY,PRIVATE,11875 N 24TH ST,PHOENIX,MARICOPA,85028.0,YES,22,91%,91%,91%,91%,91%,9%,9%,9%,9%,9%,2017,
3025,PARAGON SCIENCE ACADEMY,CHARTER,2975 W LINDA LN,CHANDLER,MARICOPA,85224.0,NO,46,100%,100%,100%,100%,100%,0%,0%,0%,0%,0%,2017,
3026,PARAMOUNT ACADEMY,CHARTER,11039 W OLIVE AVE,PEORIA,MARICOPA,85345.0,NO,34,94%,100%,100%,100%,100%,6%,0%,0%,0%,0%,2017,
3027,PARDES JEWISH DAY SCHOOL,PRIVATE,12753 N SCOTTSDALE RD,SCOTTSDALE,MARICOPA,85254.0,YES,30,97%,93%,90%,90%,93%,3%,7%,10%,10%,7%,2017,
3028,PARK MEADOWS ELEMENTARY SCHOOL,PUBLIC,20012 N 35TH AVE,GLENDALE,MARICOPA,85308.0,YES,88,92%,99%,99%,99%,99%,8%,1%,1%,1%,1%,2017,
3029,PARKRIDGE ELEMENTARY,PUBLIC,9970 W BEARDSLEY RD,PEORIA,MARICOPA,85382.0,YES,119,94%,98%,98%,97%,97%,6%,2%,2%,3%,3%,2017,
3030,PARKVIEW ELEMENTARY,PUBLIC,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374.0,YES,81,96%,98%,99%,99%,98%,1%,0%,0%,1%,2%,2017,
3031,PASEO HILLS ELEMENTARY,PUBLIC,3302 W LOUISE DR,PHOENIX,MARICOPA,85027.0,YES,109,92%,97%,98%,98%,99%,8%,3%,2%,2%,1%,2017,
3032,PASEO POINTE SCHOOL,PUBLIC,8800 S 55TH AVE,LAVEEN,MARICOPA,85339.0,NO,89,90%,98%,99%,99%,99%,3%,1%,1%,1%,1%,2017,
3033,PASEO VERDE ELEMENTARY SCHOOL,PUBLIC,7880 W GREENWAY RD,PEORIA,MARICOPA,85381.0,YES,92,73%,95%,97%,97%,100%,7%,5%,3%,3%,0%,2017,
3034,PATHFINDER ACADEMY,CHARTER,2906 N BOULDER CANYON,MESA,MARICOPA,85207.0,NO,45,51%,67%,67%,67%,67%,47%,33%,33%,33%,33%,2017,
3035,PATHFINDER ACADEMY AT EASTMARK,CHARTER,4850 S EASTMARK PKWY,MESA,MARICOPA,85212.0,NO,< 20 ,,,,,,,,,,,2017,
3036,PATTERSON ELEMENTARY SCHOOL,PUBLIC,1211 E GUADALUPE RD,GILBERT,MARICOPA,85234.0,YES,78,87%,95%,95%,95%,96%,4%,5%,5%,5%,4%,2017,
3037,PAUL DUNBAR LAWRENCE SCHOOL,PUBLIC,707 W GRANT ST,PHOENIX,MARICOPA,85007.0,YES,43,88%,100%,100%,100%,98%,0%,0%,0%,0%,0%,2017,
3038,PAUL H HUBER JR HIGH SCHOOL,PUBLIC,1650 WASHINGTON AVE,DOUGLAS,COCHISE,85607.0,YES,162,98%,100%,100%,100%,99%,1%,0%,0%,0%,0%,2017,
